1	31104
1	31410
1	40663
1	52322
1	73671
1	74017
1	82174
1	83228
1	83264
1	84317
1	85211
1	85278
1	87126
1	107180
1	109428
1	132074
1	136286
1	303924
1	698027
1	715530
1	732150
1	755389
1	758101
1	773113
1	807015
1	814587
1	844126
1	855001
2	23546
2	23946
2	40644
2	41909
2	55683
2	60284
2	65095
2	65932
2	98233
2	98242
2	98245
2	111770
2	113740
2	115723
2	129854
2	136116
2	146433
2	151591
2	159333
2	160241
2	161404
2	163139
2	163180
2	165521
2	166835
2	166888
2	167214
2	168270
2	168439
2	168473
2	172043
2	172561
2	173072
2	181477
2	181650
2	181854
2	182024
2	185029
2	186225
2	187750
2	189352
2	189948
2	195761
2	198179
2	198180
2	202948
2	229557
2	230196
2	232084
2	237046
2	237908
2	241490
2	249335
2	267621
2	282383
2	282713
2	283102
2	283330
2	283543
2	283672
2	287664
2	292951
2	296881
2	301577
2	304525
2	305137
2	327378
2	327578
2	336076
2	352109
2	356342
2	359393
2	365814
2	381947
2	386699
2	388085
2	398419
2	411698
2	411968
2	416247
2	423427
2	430031
2	463571
2	465440
2	545038
2	557007
2	561273
2	570663
2	577564
2	584178
2	585521
2	588254
2	589928
2	611546
2	620053
2	645307
2	654388
2	657007
2	657159
2	675350
2	681722
2	681862
2	685966
2	685967
2	686016
2	686144
2	686164
2	686168
2	703900
2	715999
2	746853
2	750166
2	785378
2	801683
2	801698
2	822759
2	867406
2	867690
2	868610
2	882846
2	915396
2	919021
2	927445
2	928068
3	7056
3	10626
3	15813
3	15997
3	16876
3	22643
3	23276
3	23846
3	26099
3	26125
3	27895
3	34627
3	36296
3	46834
3	50708
3	58804
3	76579
3	78940
3	89160
3	94523
3	94806
3	95613
3	96554
3	102291
3	103469
3	103639
3	103794
3	103948
3	104045
3	109686
3	114518
3	115087
3	115535
3	118260
3	127366
3	134908
3	135390
3	135391
3	138894
3	145262
3	148866
3	150336
3	152405
3	152407
3	163073
3	163924
3	163990
3	173820
3	192170
3	199815
3	200362
3	201734
3	209502
3	218094
3	222215
3	222391
3	223545
3	224434
3	224719
3	224736
3	225022
3	226443
3	231270
3	231271
3	231272
3	231273
3	231442
3	231797
3	232480
3	233353
3	233818
3	233863
3	235069
3	235613
3	236451
3	237328
3	237383
3	237384
3	237385
3	237388
3	237391
3	237394
3	237796
3	240082
3	240163
3	240181
3	240262
3	240265
3	240277
3	240478
3	248344
3	248695
3	250427
3	251071
3	252364
3	252367
3	278239
3	339523
3	343070
3	348766
3	355620
3	360495
3	668648
3	908697
3	908702
3	908955
3	909215
3	909439
3	910180
3	910744
3	910794
3	910978
3	912899
3	914553
3	933539
3	934851
3	937326
3	939294
3	940541
3	941957
3	951923
3	976435
3	980581
3	986577
3	990685
3	990686
3	990687
3	991106
3	993766
3	995454
3	998674
3	1004905
3	1006498
3	1007113
3	1014545
3	1019826
3	1024093
3	1032375
3	1071755
3	1074355
3	1074418
3	1074422
3	1074425
3	1074438
3	1074439
3	1074441
3	1085814
4	216867
4	216868
4	216876
4	216990
4	219771
4	221362
4	229537
4	230324
4	230517
4	230794
4	232370
4	237249
4	237812
4	256412
4	261851
4	262728
4	264493
4	293035
4	294971
4	312195
4	320981
4	396828
4	399365
4	408855
4	425449
4	551146
4	568732
4	582845
4	587056
4	625854
4	655206
4	675713
4	791159
4	806864
4	890254
4	900323
4	911755
4	912899
4	923333
4	928639
4	930187
4	935117
4	943013
4	943332
4	962743
4	973644
4	976096
4	977018
4	977963
4	978116
4	978613
4	994328
4	996003
4	1002989
4	1003595
4	1004085
4	1089461
5	168062
5	170080
5	308830
5	452244
5	627816
5	655171
5	655669
5	659024
5	666859
5	671266
5	671272
5	673433
5	695336
5	737858
5	747783
5	772978
5	773357
5	780443
5	788196
5	813249
5	823050
5	823735
5	825172
5	825243
5	825723
5	826951
5	827712
5	828710
5	830697
5	838123
5	838144
5	838340
5	845569
5	846555
5	848024
5	852215
5	863560
5	895743
5	896768
5	902822
5	921624
5	923631
5	936793
5	948785
5	1009579
6	80717
6	257738
6	258545
6	258546
6	260098
6	266547
6	274285
6	278218
6	529025
6	553964
6	619172
6	625691
6	717905
6	857791
6	883768
6	890729
6	892303
6	893412
6	896036
6	897010
6	910145
6	926355
6	931044
6	931126
6	932620
6	938952
6	944725
6	945648
6	946007
6	952870
6	953911
6	962525
6	964653
6	969109
6	973643
6	974726
6	998208
6	1009390
6	1023215
6	1024745
6	1031627
6	1041532
6	1042552
6	1048630
6	1048868
6	1056029
6	1067230
6	1085318
6	1109275
6	1113482
6	1114115
6	1115209
6	1115722
6	1115787
6	1116871
6	1117130
6	1118145
6	1120209
6	1122668
6	1123475
6	1124140
6	1124238
6	1125122
6	1125355
6	1125475
6	1125925
6	1125942
6	1125945
6	1126161
6	1127136
6	1127352
6	1127373
6	1127518
6	1127997
6	1128006
6	1128063
6	1128078
6	1128144
6	1128210
6	1128808
6	1128864
6	1128885
6	1128917
6	1128930
6	1128982
6	1128983
6	1129201
6	1129411
6	1129453
6	1129471
6	1129518
6	1129565
6	1129581
6	1129661
6	1129663
6	1129801
6	1129849
6	1129886
6	1130104
6	1130124
6	1130125
6	1130369
6	1130400
6	1130432
6	1130736
6	1131643
6	1132329
6	1133281
6	1133357
6	1133818
6	1133976
6	1133994
6	1134060
6	1134109
6	1134194
6	1134354
6	1135026
6	1135691
6	1135721
6	1136050
6	1136252
6	1136633
6	1136672
6	1136700
6	1137713
6	1137820
6	1139276
6	1139902
6	1140237
6	1140898
6	1140917
6	1141165
6	1141839
6	1142134
6	1143557
6	1143607
6	1143769
6	1144525
6	1144701
6	1145833
6	1146096
6	1146405
6	1146870
6	1147144
6	1148231
6	1148396
6	1148870
6	1149101
6	1149551
6	1150475
6	1150955
6	1151346
6	1151462
6	1151535
6	1152255
6	1152300
6	1152774
6	1153087
6	1153341
6	1153478
6	1153681
6	1153687
6	1153867
6	1155698
6	1155863
6	1157154
6	1158521
6	1159922
6	1160705
6	1161079
6	1161354
6	1161355
6	1161356
6	1161629
6	1161642
6	1161755
6	1162649
6	1162676
6	1162800
6	1163160
6	1163610
6	1163632
6	1164660
6	1165082
6	1165164
6	1166408
6	1166482
6	1166762
6	1166982
6	1169013
6	1169052
6	1169121
6	1169196
6	1173263
6	1174801
6	1175808
6	1177126
6	1182743
6	1184912
6	1197039
6	1202673
6	1214010
6	1217125
6	1218994
6	1225912
6	1227408
6	1227764
6	1235753
6	1242156
6	1243062
6	1245532
6	1253071
7	32597
7	33460
7	35758
7	35914
7	36007
7	36057
7	36067
7	36120
7	36282
7	36352
7	36625
7	36628
7	36631
7	36646
7	36652
7	36658
7	36949
7	37405
7	37406
7	49049
7	60420
7	60601
7	61650
7	66127
7	68492
7	82381
7	84388
7	85330
7	87355
7	102114
7	115311
7	116536
7	121178
7	129380
7	155222
7	165357
7	169956
7	171411
7	171539
7	172677
7	172987
7	183433
7	185661
7	200215
7	210709
7	300162
7	301268
7	305857
7	306198
7	308494
7	314131
7	315204
7	315208
7	318927
7	325529
7	326071
7	326936
7	328180
7	330324
7	334563
7	335845
7	337183
7	347124
7	347491
7	348801
7	349230
7	349377
7	349623
7	350671
7	351428
7	361046
7	378869
7	379031
7	411487
7	422683
7	448015
7	469460
7	473567
7	476602
7	482247
7	492153
7	493226
7	493335
7	500630
7	509033
7	520137
7	526169
7	537185
7	554067
7	559344
7	606760
7	608350
7	610009
7	666943
7	713340
7	722064
7	735689
7	767446
7	768936
7	808308
7	821339
7	828199
7	829727
7	837666
7	860410
7	866854
7	875319
7	932569
7	949719
7	949794
7	949932
7	950253
7	950256
7	950259
7	950283
7	950376
7	950379
7	950517
7	950637
7	963897
7	970131
7	1025871
7	1050552
7	1051098
7	1052491
7	1055357
7	1055442
7	1055627
7	1055661
7	1055689
7	1055982
7	1055999
7	1056119
7	1056211
7	1056216
7	1056221
7	1056333
7	1056345
7	1056356
