CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	136286	105182	17	162	-0.467582084059751	31104	-0.337530743586162
1	2	755389	755389	0	1	Inf	0.142362820391712	755389	0.142362820391712
1	3	844126	855001	10875	2	184	-0.212988778871184	855001	-0.21243639983782
2	3	23546	23946	400	2	5000	0.174711771208682	23546	0.172877446225506
2	4	60284	65932	5648	3	531	0.141400003869666	65932	0.135075220259212
2	5	151591	165521	13930	6	431	0.146488999517168	151591	0.132588845697849
2	6	675350	746853	71503	12	168	-0.190168009381474	675350	-0.176280588891941
2	7	867406	882846	15440	4	259	0.183290531908364	867406	0.180749546942214
3	8	46834	218094	171260	41	239	0.197671475975298	192170	0.170938430007453
3	9	668648	668648	0	1	Inf	-0.164040025015635	668648	-0.164040025015635
3	10	951923	951923	0	1	Inf	-0.142500035053638	951923	-0.142500035053638
4	11	237812	264493	26681	5	187	-0.160864540792504	264493	-0.152324802479884
4	12	425449	587056	161607	4	25	0.183765232213682	587056	0.174004465193455
4	13	655206	791159	135953	3	22	0.271290049634713	655206	0.192388870547035
4	14	890254	923333	33079	5	151	0.193888772128576	900323	0.177159805101119
4	15	994328	1089461	95133	6	63	-0.172087497951827	1089461	-0.147436208763034
5	15	168062	170080	2018	2	991	0.140745466472743	170080	0.140119515849363
5	16	452244	627816	175572	2	11	0.200743321718931	452244	0.0304217197522808
5	17	747783	902822	155039	25	161	0.241822324920779	772978	0.130256538490763
6	18	80717	278218	197501	8	41	-0.146847584349089	278218	-0.14297475984457
6	19	619172	717905	98733	3	30	0.205461356894394	625691	0.180918677971413
6	20	910145	932620	22475	5	222	0.184112195349412	926355	0.160953491458627
6	21	998208	1067230	69022	11	159	-0.154016022311522	1067230	-0.132724735796364
6	22	1159922	1169196	9274	26	2804	-0.132235425545227	1169196	-0.130713280313276
6	23	1235753	1235753	0	1	Inf	0.143800372412059	1235753	0.143800372412059
7	24	32597	85330	52733	26	493	-0.226285045020073	32597	-0.207996118146152
7	25	300162	379031	78869	27	342	-0.198366772396485	334563	-0.175255761610108
7	26	492153	559344	67191	9	134	0.19790592890229	537185	0.173766740880389
7	27	666943	875319	208376	14	67	0.263124524579795	735689	0.169079836280399
7	28	970131	970131	0	1	Inf	0.140006447526751	970131	0.140006447526751
7	29	1277813	1296479	18666	4	214	-0.14568868218047	1287197	-0.142224050666572
8	30	26150	164995	138845	5	36	-0.449645115498774	81887	-0.334639098216566
8	31	355261	355261	0	1	Inf	0.153627914634553	355261	0.153627914634553
8	32	493095	534633	41538	8	193	0.166030710178561	526923	0.154036753390089
8	33	581205	587594	6389	2	313	0.137556196829147	587594	0.131098923768168
8	34	625101	625101	0	1	Inf	-0.125390150091396	625101	-0.125390150091396
8	35	626480	629218	2738	4	1461	-0.128727727102636	629218	-0.127549603762441
8	36	672421	740270	67849	12	177	-0.152331200085291	733536	-0.141451825011519
8	37	904709	970433	65724	16	243	-0.137709838269205	908358	-0.131953920263592
8	38	979720	979860	140	2	14286	-0.121204669970243	979720	-0.121167225756482
8	39	1041700	1053158	11458	8	698	-0.139407118698351	1050998	-0.132662747170632
8	40	1238422	1252793	14371	3	209	-0.177937190129988	1252793	-0.16752243402792
