CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	107180	76076	14	184	-0.381584073956462	31104	-0.284315887193451
1	2	698027	698027	0	1	Inf	0.254260450869629	698027	0.254260450869629
1	3	773113	773113	0	1	Inf	-0.174945619085982	773113	-0.174945619085982
2	4	40644	136116	95472	14	147	-0.3364325566566	98233	-0.23900396061983
2	5	181477	195761	14284	10	700	-0.13421785875939	189948	-0.131433446327845
2	6	715999	785378	69379	4	58	0.23777712742824	746853	0.205621587393147
3	7	7056	50708	43652	15	344	-0.196163648734257	23846	-0.187495130343724
3	8	138894	150336	11442	4	350	-0.128691787430295	145262	-0.125926261254494
3	9	199815	339523	139708	49	351	-0.298302720297605	278239	-0.215392475868536
3	10	360495	668648	308153	2	6	-0.129157146483879	668648	-0.00246695395725245
3	11	933539	1085814	152275	26	171	-0.294110871303521	986577	-0.264909824146498
4	11	216867	221362	4495	6	1335	-0.1710306617138	216867	-0.165519643113416
4	12	396828	425449	28621	4	140	-0.166441658888062	408855	-0.162466641638752
5	13	666859	671272	4413	3	680	0.185801612146396	671272	0.180733601736349
5	14	737858	747783	9925	2	202	0.178212732125833	747783	0.171540003931478
5	15	948785	948785	0	1	Inf	-0.189475781964507	948785	-0.189475781964507
6	16	80717	266547	185830	6	32	-0.292824758525527	80717	-0.165437021642321
6	17	857791	932620	74829	12	160	0.207650037655319	910145	0.186819860001246
6	18	1085318	1182743	97425	144	1478	-0.21541918314151	1085318	-0.163810954848912
7	19	32597	422683	390086	71	182	-0.345254065317938	66127	-0.262176425431348
7	20	482247	500630	18383	4	218	0.192920377438143	493226	0.172014834715218
7	21	537185	559344	22159	3	135	0.178817532237242	554067	0.171366677928645
7	22	713340	735689	22349	3	134	0.204436672184163	735689	0.164008388224627
7	23	808308	821339	13031	2	153	0.149072236200256	808308	0.137092107197177
7	24	860410	875319	14909	3	201	0.156786233029965	875319	0.14590074911128
7	25	1025871	1065843	39972	93	2327	0.144176284913536	1025871	0.129427798287545
7	26	1146918	1160318	13400	7	522	0.171843695344419	1150990	0.169110240616169
8	27	26150	164995	138845	7	50	-0.471647414055791	81887	-0.307619521724967
8	28	203744	203744	0	1	Inf	0.157494355143927	203744	0.157494355143927
8	29	606856	663609	56753	29	511	0.203009608167181	645946	0.172669871582259
8	30	695441	897725	202284	42	208	0.225313868405672	831625	0.168501529303618
8	31	919875	930103	10228	2	196	0.144255071266169	930103	0.13901109511366
8	32	1001137	1026391	25254	6	238	0.26855234301349	1019097	0.208873732902562
8	33	1049169	1058585	9416	7	743	-0.146843378900764	1050998	-0.139708882346994
8	34	1150042	1252793	102751	6	58	-0.306490301343385	1252793	-0.277817508311779
