CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	136286	105182	15	143	-0.507100746194843	31104	-0.377209646713832
1	2	807015	855001	47986	4	83	-0.154718759904603	814587	-0.141117660084612
2	3	40644	41909	1265	2	1581	-0.150883089209238	40644	-0.147344230827108
2	4	111770	168473	56703	11	194	0.193792649712358	151591	0.158236080658756
2	5	267621	283102	15481	4	258	0.152333937461587	267621	0.129851732695436
2	6	283543	589928	306385	35	114	0.204006683618146	545038	0.151614476194405
2	7	645307	657159	11852	4	337	0.14836692495559	645307	0.1455838455413
2	8	822759	822759	0	1	Inf	0.172451659013181	822759	0.172451659013181
3	9	103469	145262	41793	16	383	-0.165109455376498	127366	-0.141481552649423
3	10	995454	1014545	19091	6	314	0.133334638442731	1004905	0.129661733196388
3	11	1071755	1085814	14059	2	142	-0.188328588708875	1071755	-0.183213983207213
4	12	229537	264493	34956	11	315	-0.202356250409802	264493	-0.156645097972274
4	13	396828	425449	28621	4	140	0.209864603053568	425449	0.193336376740938
4	14	655206	655206	0	1	Inf	0.193685623592166	655206	0.193685623592166
4	15	890254	962743	72489	11	152	0.242389769385737	890254	0.19989650506478
5	16	168062	452244	284182	4	14	0.286266641586724	452244	0.238285968047176
5	17	695336	695336	0	1	Inf	-0.16229204585369	695336	-0.16229204585369
5	18	936793	1009579	72786	3	41	-0.191479020727275	948785	-0.17011174283036
6	19	260098	553964	293866	6	20	-0.19620549607434	553964	-0.164017883514081
6	20	883768	1227764	343996	183	532	-0.334094336020028	1169196	-0.259746357275559
7	21	32597	351428	318831	62	194	-0.493099870840951	61650	-0.295000576363965
7	22	537185	932569	395384	21	53	0.24104742392505	735689	0.173085910447753
7	23	970131	1168329	198198	106	535	0.168132232476762	1025871	0.133975664371399
7	24	1189417	1211197	21780	15	689	-0.152597748703844	1196878	-0.14128013630103
7	25	1277813	1287994	10181	3	295	-0.14785612680083	1287197	-0.14685280912741
8	26	26150	132714	106564	5	47	-0.391725632689488	81887	-0.322206794076699
8	27	203744	203744	0	1	Inf	0.175473975959355	203744	0.175473975959355
8	28	575867	645946	70079	30	428	0.217560810463075	645946	0.168735165551447
8	29	1001137	1083743	82606	25	303	0.257248937183592	1019097	0.200144763368753
8	30	1238422	1252793	14371	3	209	-0.175671208789828	1238422	-0.169538721798734
