CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	73671	73671	0	1	Inf	0.130726098493104	73671	0.130726098493104
1	2	132074	136286	4212	2	475	0.232515091992891	136286	0.227700323500741
1	3	698027	715530	17503	2	114	0.177686575540539	698027	0.156131393348648
2	4	98233	98245	12	3	250000	-0.267863298451385	98233	-0.267745201709896
2	5	159333	168473	9140	7	766	0.131010645274569	165521	0.124517123224178
2	6	229557	336076	106519	22	207	-0.221042003129569	229557	-0.151016071467933
2	7	381947	430031	48084	9	187	-0.192801961033135	388085	-0.162985527371723
2	8	584178	686168	101990	19	186	-0.190222403252004	675350	-0.164456051794286
2	9	867406	868610	1204	3	2492	0.150496941079228	867406	0.148695530655944
2	10	915396	928068	12672	4	316	-0.24007044825247	915396	-0.230812068943163
3	11	76579	104045	27466	13	473	0.140852093951415	96554	0.134817232224312
3	12	134908	192170	57262	14	244	0.220239315569477	173820	0.164908223783298
3	13	218094	252367	34273	43	1255	-0.240843513296131	252367	-0.226986496533318
3	14	339523	360495	20972	5	238	0.167912820072044	360495	0.158377840874348
3	15	976435	980581	4146	2	482	-0.205895591447264	976435	-0.177941785849439
4	16	216867	237812	20945	12	573	-0.230269874970637	230517	-0.224999046675729
4	17	293035	551146	258111	9	35	-0.207035610704035	293035	-0.154917098189154
4	18	625854	806864	181010	5	28	-0.248199269830189	806864	-0.191480957352136
4	19	900323	943332	43009	9	209	-0.193773539611273	935117	-0.178207930037647
4	20	973644	1003595	29951	10	334	0.160451405776451	978613	0.148343190589049
5	21	452244	627816	175572	2	11	0.176860537836148	452244	0.173688661144222
5	22	772978	826951	53973	10	185	0.247967059374551	788196	0.194927632346642
5	23	948785	948785	0	1	Inf	-0.192695975275187	948785	-0.192695975275187
6	24	80717	278218	197501	8	41	-0.259682224428997	80717	-0.20951138334009
6	25	717905	953911	236006	19	81	0.248101597276774	857791	0.205885965776213
6	26	998208	998208	0	1	Inf	-0.178228660835325	998208	-0.178228660835325
6	27	1197039	1202673	5634	2	355	0.224701131482438	1202673	0.223183664537317
7	28	49049	210709	161660	26	161	-0.295737212334378	172987	-0.241010205928209
7	29	411487	473567	62080	5	81	0.242978380115055	422683	0.07045533250769
7	30	520137	537185	17048	3	176	-0.203515398452028	520137	-0.176498957805455
7	31	606760	875319	268559	17	63	-0.220141502334831	606760	-0.180295621492219
7	32	949719	1079596	129877	109	839	-0.216627495568854	1050552	-0.208723720879901
7	33	1160318	1200973	40655	7	172	-0.213378811243913	1173363	-0.170969258987103
8	34	26150	182668	156518	9	58	-0.477672869914249	81887	-0.323209006092681
8	35	355261	370306	15045	2	133	0.238195722285905	355261	0.22447374393948
8	36	475172	534633	59461	14	235	0.174493328121504	495313	0.15087707385405
8	37	575867	587594	11727	3	256	0.162482368720655	587594	0.15395454133296
8	38	629218	629218	0	1	Inf	-0.129183246432622	629218	-0.129183246432622
8	39	733536	733536	0	1	Inf	-0.1316656477035	733536	-0.1316656477035
8	40	970433	979860	9427	4	424	-0.150255601792622	979860	-0.144641759309521
8	41	1019097	1031304	12207	4	328	0.167776166377319	1025503	0.148282037516443
8	42	1077854	1077854	0	1	Inf	0.128771439816875	1077854	0.128771439816875
