CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	73671	74017	346	2	5780	0.140933573998278	73671	0.140711602970538
1	2	132074	136286	4212	2	475	0.237890536832929	136286	0.233132799275422
1	3	844126	844126	0	1	Inf	0.133798826733708	844126	0.133798826733708
2	4	463571	465440	1869	2	1070	0.129326228147563	465440	0.128581002565165
3	5	163073	173820	10747	4	372	0.145869266744349	173820	0.139459228282976
3	6	348766	360495	11729	3	256	-0.156752574054404	360495	-0.149105944432273
6	7	619172	625691	6519	2	307	0.177633927563512	619172	0.176324340089561
6	8	952870	952870	0	1	Inf	0.122011002761303	952870	0.122011002761303
7	9	155222	210709	55487	11	198	-0.201578133164948	165357	-0.184193516448787
7	10	411487	411487	0	1	Inf	-0.126843018140733	411487	-0.126843018140733
7	11	448015	448015	0	1	Inf	-0.195419327562112	448015	-0.195419327562112
7	12	520137	526169	6032	2	332	-0.183157622593065	520137	-0.174032985969987
7	13	606760	610009	3249	3	923	-0.159866190809427	606760	-0.159384091891144
8	14	26150	178552	152402	8	52	-0.319415204678363	132714	-0.194435857738048
8	15	445672	566065	120393	22	183	-0.195547542265798	495313	-0.170725121306789
8	16	672421	740270	67849	12	177	-0.164934899613383	724426	-0.145316558362406
