CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	136286	105182	10	95	-0.514069739251906	31104	-0.382192791463969
1	2	755389	755389	0	1	Inf	0.123882368565892	755389	0.123882368565892
1	3	807015	855001	47986	4	83	-0.17599938331472	814587	-0.154048592888185
2	4	40644	40644	0	1	Inf	-0.126956632048008	40644	-0.126956632048008
2	5	98233	168473	70240	15	214	0.175723471991749	129854	0.155050003766385
2	6	282383	365814	83431	18	216	0.155484225548079	359393	0.140254416673669
2	7	398419	620053	221634	18	81	0.179164486431848	411698	0.155971202907321
2	8	654388	657159	2771	3	1083	0.126301682025907	657159	0.125914294799738
3	9	102291	135391	33100	15	453	-0.143872543514552	118260	-0.131592736892517
3	10	908697	914553	5856	11	1878	0.154078002541307	908697	0.153566847839819
3	11	1071755	1085814	14059	2	142	-0.179573201423255	1085814	-0.166278791405746
4	12	229537	264493	34956	11	315	-0.194857215685744	261851	-0.150034365167037
4	13	396828	551146	154318	5	32	0.21515114657598	425449	0.165457137885528
4	14	655206	675713	20507	2	98	0.213310211854	655206	0.187810666189496
4	15	890254	962743	72489	11	152	0.24784307329199	911755	0.213959588774158
4	16	1089461	1089461	0	1	Inf	-0.14407651172357	1089461	-0.14407651172357
5	16	168062	452244	284182	4	14	0.30879526977088	452244	0.249621462509101
5	17	895743	902822	7079	3	424	-0.176246819990538	895743	-0.173354220305851
5	18	936793	1009579	72786	3	41	-0.19549759576855	948785	-0.166971659141994
6	19	529025	553964	24939	2	80	-0.252909898518302	529025	-0.20592287754647
6	20	883768	1218994	335226	181	540	-0.344404049110187	1169196	-0.259012884129061
7	21	32597	361046	328449	66	201	-0.498793253552532	66127	-0.311832019263586
7	22	537185	559344	22159	3	135	0.180385853590558	554067	0.176110926093063
7	23	666943	1160318	493375	132	268	0.220793489346452	735689	0.162998333384442
7	24	1194057	1219760	25703	14	545	-0.162085978148105	1200973	-0.155602439236511
7	25	1277813	1316362	38549	9	233	-0.167994704353597	1316362	-0.160858892148466
8	25	26150	81887	55737	3	54	-0.448087204631707	81887	-0.340976107632869
8	26	203744	203744	0	1	Inf	0.205597398652791	203744	0.205597398652791
8	27	575867	645946	70079	29	414	0.229140591091716	587594	0.165903356617726
8	28	1001137	1099591	98454	29	295	0.261946390600086	1070455	0.203811759418723
8	29	1238422	1252793	14371	3	209	-0.191875150015599	1238422	-0.165425893476951
