CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	136286	105182	17	162	-0.498973634667443	52322	-0.382016534332031
1	2	807015	814587	7572	2	264	-0.152621648215509	814587	-0.14936971694499
2	3	40644	41909	1265	2	1581	-0.13358388134838	40644	-0.128542437352411
2	4	111770	172043	60273	17	282	0.191178037503653	129854	0.163116925387534
2	5	267621	365814	98193	20	204	0.159467881472798	359393	0.141211260590459
2	6	398419	423427	25008	5	200	0.176270446853326	411698	0.163234364853782
2	7	463571	589928	126357	11	87	0.203266103653368	545038	0.15577390218092
2	8	822759	822759	0	1	Inf	0.149537979741805	822759	0.149537979741805
3	9	109686	145262	35576	11	309	-0.167664885033636	127366	-0.150647868012979
3	10	998674	1006498	7824	3	383	0.127226161107401	998674	0.125104323544432
3	11	1085814	1085814	0	1	Inf	-0.159164319239863	1085814	-0.159164319239863
4	11	216867	264493	47626	17	357	-0.202162066648249	256412	-0.154461794345008
4	12	396828	425449	28621	4	140	0.236222264873959	425449	0.177114264457147
4	13	655206	791159	135953	3	22	0.235652429006351	655206	0.177770941763812
4	14	890254	943332	53078	10	188	0.226648731561397	890254	0.170108423409893
4	15	1089461	1089461	0	1	Inf	-0.160054719562243	1089461	-0.160054719562243
5	15	168062	170080	2018	2	991	0.221483292399516	170080	0.22081206184298
5	16	452244	452244	0	1	Inf	0.25928559577141	452244	0.25928559577141
5	17	936793	1009579	72786	3	41	-0.192843094204884	948785	-0.156727908927386
6	18	257738	266547	8809	5	568	-0.133027632648203	257738	-0.132064875179025
6	19	529025	553964	24939	2	80	-0.222306286918412	529025	-0.198644142761236
6	20	883768	1202673	318905	183	574	-0.321595864468069	1169196	-0.244487370521828
7	21	32597	351428	318831	66	207	-0.456392688765672	61650	-0.282902279272012
7	22	537185	932569	395384	21	53	0.224206905662475	735689	0.17042584095357
7	23	963897	1079596	115699	100	864	0.205992536246153	1025871	0.15491446494411
7	24	1160318	1169115	8797	3	341	0.131417576277101	1168329	0.130554084207355
7	25	1193605	1211197	17592	14	796	-0.145966982309459	1196878	-0.134415507126291
8	26	26150	132714	106564	5	47	-0.392843506245568	81887	-0.320636102763589
8	27	203744	203744	0	1	Inf	0.152077926236899	203744	0.152077926236899
8	28	575867	645946	70079	30	428	0.217468695540685	587594	0.168206130988547
8	29	1001137	1095126	93989	26	277	0.261933110418729	1070455	0.197130474154537
8	30	1238422	1252793	14371	3	209	-0.168899030995558	1238422	-0.14589713274778
