CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	132074	100970	15	149	-0.482671680718762	31104	-0.362236598168027
1	2	303924	715530	411606	3	7	0.199612403100775	303924	0.177011469412981
2	3	23546	151591	128045	18	141	-0.336515356873802	40644	-0.240463533835924
2	4	181477	198180	16703	12	718	-0.136493020454192	189948	-0.132115809649117
2	5	267621	381947	114326	20	175	0.157284618529	287664	0.149702208117958
2	6	398419	585521	187102	15	80	0.176898190318316	561273	0.154553365894814
2	7	703900	785378	81478	4	49	0.354628218653538	746853	0.269804750709603
3	8	7056	10626	3570	2	560	-0.129205868185843	7056	-0.127651947762408
3	9	199815	339523	139708	49	351	-0.292245300540201	252367	-0.241341213501288
3	10	668648	668648	0	1	Inf	-0.137539613944108	668648	-0.137539613944108
3	11	933539	1085814	152275	26	171	-0.317884949260628	1071755	-0.27335346252429
4	11	216867	216990	123	4	32520	-0.162413011345102	216867	-0.16212477541093
4	12	396828	587056	190228	7	37	-0.22264949137814	425449	-0.0557719909956775
4	13	655206	655206	0	1	Inf	0.199238448075759	655206	0.199238448075759
4	14	890254	890254	0	1	Inf	0.136149080980943	890254	0.136149080980943
4	15	962743	978613	15870	7	441	0.171007434257083	962743	0.156542023284466
5	16	168062	168062	0	1	Inf	-0.125760128448956	168062	-0.125760128448956
5	17	452244	452244	0	1	Inf	-0.156549911363775	452244	-0.156549911363775
5	18	695336	695336	0	1	Inf	0.183578148209276	695336	0.183578148209276
5	19	936793	948785	11992	2	167	-0.226217119497925	948785	-0.17744157982503
6	20	80717	260098	179381	2	11	-0.289564585037724	80717	-0.217420966444061
6	21	857791	938952	81161	13	160	0.215889207375893	926355	0.187654984587567
6	22	1166762	1166762	0	1	Inf	-0.125334931327964	1166762	-0.125334931327964
6	23	1169013	1169013	0	1	Inf	-0.128688443123521	1169013	-0.128688443123521
6	24	1174801	1174801	0	1	Inf	-0.126504098782456	1174801	-0.126504098782456
6	25	1197039	1202673	5634	2	355	0.153118014970106	1202673	0.152245551668232
7	26	32597	379031	346434	68	196	-0.441815052519631	66127	-0.339735896641249
7	27	422683	932569	509886	32	63	0.231270002882885	500630	0.172438156767425
7	28	963897	1065843	101946	95	932	0.184800523073069	1025871	0.14917738534576
7	29	1146918	1160318	13400	7	522	0.158385565265443	1146918	0.153471787776268
8	30	26150	164995	138845	6	43	-0.43218311479181	81887	-0.250302658728882
8	31	606856	1031304	424448	100	236	0.274908985828319	1019097	0.197503816887162
8	32	1150042	1252793	102751	6	58	-0.372924638499084	1238422	-0.340819908585178
