CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	15	192	-0.48936834924953	31104	-0.369238891979663
1	2	303924	698027	394103	2	5	0.192000052446303	698027	0.168151360516902
2	3	23546	115723	92177	14	152	-0.264673944663372	40644	-0.174318218450896
2	4	237046	620053	383007	46	120	0.253824518523142	411698	0.20823289123853
2	5	703900	785378	81478	4	49	0.351826074404025	746853	0.221378729596852
2	6	822759	822759	0	1	Inf	0.170644601305845	822759	0.170644601305845
3	7	7056	10626	3570	2	560	-0.130592258437648	7056	-0.128359976195278
3	8	173820	173820	0	1	Inf	0.129579086191143	173820	0.129579086191143
3	9	209502	278239	68737	45	655	-0.247504537345987	252367	-0.21236308306
3	10	937326	1085814	148488	24	162	-0.325586444315571	1085814	-0.243646937755567
4	11	396828	791159	394331	11	28	0.261620206131677	655206	0.0673431374214499
4	12	890254	900323	10069	2	199	0.228810090267949	890254	0.209758584072689
4	13	962743	962743	0	1	Inf	0.156792434190211	962743	0.156792434190211
4	14	1089461	1089461	0	1	Inf	0.191035744441317	1089461	0.191035744441317
5	15	452244	452244	0	1	Inf	-0.138692768506632	452244	-0.138692768506632
5	16	747783	747783	0	1	Inf	0.160600092304416	747783	0.160600092304416
5	17	936793	948785	11992	2	167	-0.199377316964702	948785	-0.170372458509069
6	18	80717	80717	0	1	Inf	-0.188931961632126	80717	-0.188931961632126
6	19	857791	953911	96120	18	187	0.162517561429827	926355	0.14645394011099
6	20	974726	974726	0	1	Inf	0.121006208824601	974726	0.121006208824601
6	21	1157154	1174801	17647	30	1700	-0.14468103585709	1169196	-0.139711323482831
7	22	32597	379031	346434	64	185	-0.453742578497665	61650	-0.325753410980093
7	23	422683	500630	77947	10	128	0.187942986113312	493335	0.166928071754355
7	24	537185	559344	22159	3	135	0.197570217618948	554067	0.185349879201938
7	25	713340	768936	55596	5	90	0.173697176551699	735689	0.155977611017402
7	26	860410	932569	72159	4	55	0.174478715980376	875319	0.1567430307997
7	27	970131	1065843	95712	94	982	0.161238961602601	1025871	0.130940581641111
8	28	81887	164995	83108	3	36	-0.423425603303652	81887	-0.368517663214278
8	29	462119	556808	94689	20	211	-0.174761648210878	546395	-0.162553509642413
8	30	606856	606856	0	1	Inf	0.128043831879299	606856	0.128043831879299
8	31	643053	674383	31330	9	287	0.156749466632479	663609	0.132107632529833
8	32	724420	865009	140589	27	192	0.179761603148266	831625	0.15719854997985
8	33	878600	884132	5532	3	542	0.12680644739034	884132	0.126367360932279
8	34	891449	892813	1364	2	1466	0.132052071948342	892813	0.131339258745866
8	35	897276	912569	15293	7	458	0.139391602078761	907220	0.138355211643904
8	36	1005724	1031304	25580	6	235	0.215381903812834	1019097	0.183964881098863
8	37	1090645	1252793	162148	10	62	-0.349640152991681	1252793	-0.234795752042537
