CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	15	192	-0.395340543428834	52322	-0.328056659815371
1	2	844126	855001	10875	2	184	-0.141227094459776	855001	-0.129552049005958
2	3	111770	172043	60273	15	249	0.168677536975474	115723	0.144747566762636
2	4	185029	189352	4323	4	925	0.1202955204533	185029	0.119863519060463
2	5	195761	202948	7187	4	557	0.125961162676023	202948	0.122819308360095
2	6	267621	267621	0	1	Inf	0.137018662010433	267621	0.137018662010433
2	7	282713	657159	374446	44	118	0.221234852329624	561273	0.171810630725174
3	8	127366	134908	7542	2	265	-0.132292955612195	127366	-0.129436046922446
3	9	138894	138894	0	1	Inf	-0.128121786479643	138894	-0.128121786479643
4	10	890254	912899	22645	4	177	0.152968324039936	900323	0.15186989990312
5	11	168062	170080	2018	2	991	0.253149590687823	170080	0.252740610783614
5	12	452244	627816	175572	2	11	0.292107142034593	452244	0.225981080890504
5	13	772978	773357	379	2	5277	0.122286745646538	772978	0.122094965833176
5	14	1009579	1009579	0	1	Inf	-0.135923141186299	1009579	-0.135923141186299
6	15	910145	910145	0	1	Inf	-0.142395450915127	910145	-0.142395450915127
6	16	962525	1184912	222387	163	733	-0.255174418043803	1169196	-0.180717773384112
6	17	1202673	1218994	16321	4	245	-0.133484457593997	1214010	-0.130885018335049
7	18	32597	348801	316204	62	196	-0.375008759996821	61650	-0.217677481044979
7	19	537185	559344	22159	3	135	0.181122186014449	554067	0.166966317976244
7	20	666943	808308	141365	7	50	0.26339800363164	735689	0.179009232656756
7	21	860410	932569	72159	4	55	0.209449919007871	875319	0.20127208918158
7	22	970131	1065843	95712	94	982	0.15505210927909	1025871	0.137088422576391
7	23	1189417	1210423	21006	9	428	-0.140144357332534	1196878	-0.131743074923091
8	24	26150	132714	106564	5	47	-0.373653343532862	81887	-0.289707758477482
8	25	203744	203744	0	1	Inf	0.141025214949385	203744	0.141025214949385
8	26	575867	606856	30989	4	129	0.183815890927857	587594	0.16323442394371
8	27	635130	645946	10816	11	1017	0.188540873349327	645946	0.173785250751917
8	28	1001137	1049169	48032	14	291	0.17428702593336	1025503	0.151765404000127
8	29	1053075	1077854	24779	8	323	0.214014615825937	1070455	0.167649537352257
