CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	132074	100970	16	158	-0.51389293581856	31104	-0.404393580542317
1	2	807015	814587	7572	2	264	-0.148055355872321	814587	-0.142169991960535
1	3	855001	855001	0	1	Inf	-0.132470006040707	855001	-0.132470006040707
2	4	98233	151591	53358	10	187	0.171524887227726	115723	0.15006340147177
2	5	165521	202948	37427	16	427	0.131807461973618	181477	0.128022423827421
2	6	292951	657159	364208	38	104	0.214743206907278	561273	0.173660975453391
2	7	822759	822759	0	1	Inf	0.176129258996969	822759	0.176129258996969
3	8	115087	134908	19821	5	252	-0.135665875038853	127366	-0.127988186337555
3	9	1085814	1085814	0	1	Inf	-0.166435641331954	1085814	-0.166435641331954
4	10	396828	425449	28621	4	140	0.180714869072597	425449	0.16251726269915
4	11	655206	655206	0	1	Inf	0.164291146422932	655206	0.164291146422932
4	12	890254	962743	72489	11	152	0.223254234153976	890254	0.196943374454368
5	13	168062	452244	284182	4	14	0.300239120038259	452244	0.265257834960637
5	14	695336	695336	0	1	Inf	-0.206203089764734	695336	-0.206203089764734
5	15	896768	896768	0	1	Inf	-0.123006077250243	896768	-0.123006077250243
5	16	936793	1009579	72786	3	41	-0.228390727918186	948785	-0.198867026036359
6	17	529025	553964	24939	2	80	-0.181630729350772	529025	-0.160757656201678
6	18	883768	1218994	335226	182	543	-0.358666430417303	1169196	-0.265228272286356
7	19	32597	351428	318831	64	201	-0.494699224036721	66127	-0.291975241743657
7	20	537185	1160318	623133	139	223	0.229404570150505	860410	0.163641404781914
7	21	1189417	1226429	37012	20	540	-0.170630407830551	1208946	-0.160108146544249
7	22	1262644	1313116	50472	13	258	-0.174894444959665	1287197	-0.153420498692484
8	22	26150	81887	55737	4	72	-0.402543096091483	81887	-0.298254986297783
8	23	203744	246363	42619	2	47	0.170591129801374	203744	0.151070250477353
8	24	575867	609986	34119	5	147	0.242394021401787	587594	0.186756677563342
8	25	633354	645821	12467	11	882	0.221121228905324	645821	0.19618230666436
8	26	1001137	1099591	98454	29	295	0.270451457055069	1070455	0.198059052602709
8	27	1238422	1238422	0	1	Inf	-0.136631795924422	1238422	-0.136631795924422
