CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	15	192	-0.396690736948198	31104	-0.301252800917872
2	2	23546	23946	400	2	5000	0.17148596624382	23546	0.169148755744269
2	3	65095	65932	837	2	2389	0.143636687295638	65932	0.141541469265329
2	4	229557	230196	639	2	3130	-0.129312577857137	229557	-0.127755817411191
2	5	675350	715999	40649	11	271	-0.168689538174511	715999	-0.13436846663063
2	6	882846	882846	0	1	Inf	0.173465854112456	882846	0.173465854112456
3	7	89160	135391	46231	20	433	0.142858262559661	96554	0.136250350645311
3	8	163073	163990	917	3	3272	0.125636562446176	163990	0.125044621034628
4	9	551146	587056	35910	3	84	0.176072029304388	587056	0.145982730075275
4	10	655206	791159	135953	3	22	0.142485161884154	791159	0.140423738661693
4	11	890254	900323	10069	2	199	0.137170661775446	900323	0.137168427938384
4	12	1089461	1089461	0	1	Inf	-0.190964875158697	1089461	-0.190964875158697
5	13	452244	627816	175572	2	11	0.145819139755643	452244	0.00323547081477149
5	14	747783	747783	0	1	Inf	0.15584154355823	747783	0.15584154355823
6	15	257738	266547	8809	4	454	-0.141534486468259	257738	-0.13874584246092
6	16	619172	625691	6519	2	307	0.2158345499941	625691	0.21326928783564
6	17	910145	964653	54508	13	238	0.207199230630331	932620	0.183497550658112
6	18	1235753	1253071	17318	5	289	0.148735238179999	1243062	0.145362886207432
7	18	32597	129380	96783	28	289	-0.238074396961391	61650	-0.189954705010765
7	19	165357	172987	7630	6	786	-0.131941767725827	172987	-0.131435210576566
7	20	314131	379031	64900	22	339	-0.201951312085947	334563	-0.175541922128357
7	21	448015	448015	0	1	Inf	0.153247134891094	448015	0.153247134891094
7	22	492153	500630	8477	4	472	0.15563038642999	493335	0.151177525262116
7	23	537185	559344	22159	3	135	0.15382652639703	554067	0.143569039306119
7	24	808308	808308	0	1	Inf	0.12841787815722	808308	0.12841787815722
7	25	860410	875319	14909	3	201	0.153344861243015	860410	0.145736125309597
7	26	1160318	1168329	8011	2	250	0.128454973980401	1168329	0.127928858058738
8	27	26150	300392	274242	15	55	-0.419003645545201	81887	-0.250083143234065
8	28	828248	836332	8084	5	619	0.137703258032042	831625	0.13517092222594
