CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	732150	701046	19	27	-0.52717411379507	31104	-0.241325592406079
1	2	758101	855001	96900	6	62	0.332984327429271	844126	0.105159867972364
2	2	23546	23946	400	2	5000	0.319175301981872	23546	0.313290223310031
2	3	98233	115723	17490	6	343	-0.375989661970766	98233	-0.339541301581013
2	4	151591	165521	13930	3	215	0.140877866660411	159333	0.133568752129427
2	5	181477	801698	620221	77	124	-0.370057833297875	715999	-0.275483845308662
2	6	867406	928068	60662	8	132	-0.332975760484579	915396	-0.264985356032924
3	6	7056	127366	120310	34	283	-0.318227661055917	7056	-0.273028931074578
3	7	237328	668648	431320	28	65	-0.327776623659391	360495	-0.178300811656972
3	8	933539	995454	61915	16	258	-0.310349317482174	976435	-0.233692567681757
4	9	396828	912899	516071	16	31	-0.352343355849927	806864	-0.234110329213109
4	10	943013	1089461	146448	15	102	0.3072843173708	1089461	0.184546365200868
5	10	168062	170080	2018	2	991	0.27637824889874	170080	0.27584412562748
5	11	452244	936793	484549	35	72	-0.491956007651934	813249	-0.364926532582243
5	12	1009579	1009579	0	1	Inf	0.321437908496732	1009579	0.321437908496732
6	12	80717	625691	544974	11	20	-0.401881209046713	80717	-0.302689892173087
6	13	944725	964653	19928	7	351	-0.262951283219829	952870	-0.22258704648747
6	14	1009390	1253071	243681	165	677	-0.443956566373914	1169196	-0.358686371666834
7	14	32597	210709	178112	38	213	-0.538640509112774	66127	-0.327689367428988
7	15	378869	1173363	794494	153	193	-0.366966677911652	379031	-0.28317595800423
7	16	1219760	1300306	80546	29	360	0.213932361148907	1255902	0.178664888559509
8	17	26150	81887	55737	4	72	-0.532894080063891	81887	-0.486515044004903
8	18	246363	246363	0	1	Inf	-0.137603027318439	246363	-0.137603027318439
8	19	355261	1026391	671130	124	185	-0.301463264152384	370306	-0.229921268717536
8	20	1057093	1154740	97647	14	143	0.347806009964065	1070455	0.268949757848458
