CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	715530	684426	20	29	-0.472873739964261	31104	-0.234238754141964
1	2	755389	855001	99612	7	70	0.34728530524082	844126	0.0653271781465482
2	2	23546	23946	400	2	5000	0.336331712283193	23546	0.330710275235678
2	3	98233	115723	17490	6	343	-0.346773574943573	98233	-0.318268730523642
2	4	181477	801698	620221	79	127	-0.350026476420216	388085	-0.269731567043319
2	5	867406	928068	60662	8	132	-0.344094242228014	915396	-0.271966214364367
3	5	7056	127366	120310	35	291	-0.325465453931354	7056	-0.271703120401365
3	6	248344	252367	4023	6	1491	-0.251608439289705	252367	-0.233347864513737
3	7	339523	360495	20972	5	238	-0.307809244033308	360495	-0.277121166714187
3	8	933539	993766	60227	15	249	-0.307822487759307	976435	-0.246858454573235
4	9	396828	912899	516071	16	31	-0.363006624398207	806864	-0.22157751987324
4	10	943013	1089461	146448	15	102	0.291779192358659	1089461	0.176387661688017
5	10	168062	170080	2018	2	991	0.237297987612214	170080	0.236613080752061
5	11	452244	666859	214615	6	28	-0.369520344260574	627816	-0.189161818471834
5	12	737858	936793	198935	28	141	-0.483042031715264	813249	-0.387723851684968
5	13	1009579	1009579	0	1	Inf	0.332367149758454	1009579	0.332367149758454
6	13	80717	717905	637188	12	19	-0.404640633842671	80717	-0.286634482524168
6	14	938952	964653	25701	8	311	-0.260640522972615	952870	-0.226402470299205
6	15	1009390	1253071	243681	168	689	-0.413160507890605	1169196	-0.333061862815943
7	15	32597	210709	178112	40	225	-0.52428200675671	66127	-0.310241922303233
7	16	378869	1173363	794494	154	194	-0.385634854677985	379031	-0.246143319589936
7	17	1194057	1200973	6916	3	434	0.128452853375344	1196878	0.124660941795811
7	18	1209973	1313116	103143	40	388	0.193077342956748	1255902	0.15817083709959
8	19	26150	132714	106564	5	47	-0.53370735267287	81887	-0.452904952760197
8	20	178552	182668	4116	2	486	0.271262576974807	182668	0.261415612498336
8	21	246363	246363	0	1	Inf	-0.127696717040125	246363	-0.127696717040125
8	22	355261	1031304	676043	127	188	-0.319142249964002	355261	-0.205588069662601
8	23	1057093	1154740	97647	14	143	0.35265983713233	1150042	0.269832421097673
