CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	732150	701046	21	30	-0.523190650507253	31104	-0.249581708921084
1	2	758101	855001	96900	6	62	0.322696756736319	844126	0.0956660942039739
2	2	23546	23946	400	2	5000	0.340765745479828	23546	0.334701283344484
2	3	98233	115723	17490	6	343	-0.342771649807402	98245	-0.32317663233211
2	4	151591	165521	13930	4	287	0.140914974216772	160241	0.135532106889177
2	5	181477	801698	620221	79	127	-0.345236595095038	388085	-0.25880034970173
2	6	867406	928068	60662	8	132	-0.319153000809979	915396	-0.262397159537872
3	6	7056	138894	131838	39	296	-0.301574449852023	23846	-0.255478053672316
3	7	235613	668648	433035	30	69	-0.298252212615518	360495	-0.179043301261705
3	8	933539	995454	61915	16	258	-0.307243327177133	951923	-0.244672842467348
3	9	1074355	1074441	86	4	46512	0.143283175998525	1074355	0.143216876048371
4	10	396828	912899	516071	16	31	-0.371289718274288	806864	-0.231374553712074
4	11	943013	1089461	146448	15	102	0.318170238407575	962743	0.190773284489257
5	11	168062	666859	498797	9	18	-0.428546804397877	627816	-0.061338578688379
5	12	737858	936793	198935	28	141	-0.481020452173838	813249	-0.401136202153259
5	13	1009579	1009579	0	1	Inf	0.322377985462098	1009579	0.322377985462098
6	13	80717	625691	544974	12	22	-0.408735569493682	80717	-0.297805375614682
6	14	931044	964653	33609	11	327	-0.245090852791496	952870	-0.188900181062155
6	15	1009390	1253071	243681	168	689	-0.436735479359033	1169196	-0.353953157733196
7	15	32597	210709	178112	40	225	-0.540173005623657	68492	-0.330652080595344
7	16	378869	1173363	794494	150	189	-0.345144173835268	379031	-0.278326463345329
7	17	1219760	1300306	80546	29	360	0.199192937262652	1255902	0.171669309522366
8	18	26150	164995	138845	6	43	-0.536410882564729	81887	-0.375399214760691
8	19	246363	246363	0	1	Inf	-0.163256019195234	246363	-0.163256019195234
8	20	355261	1026391	671130	127	189	-0.33398904252723	370306	-0.224457669922618
8	21	1057093	1154740	97647	14	143	0.350229420825733	1070455	0.275558630010339
