CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	15	192	-0.428485575029719	31104	-0.336769799964703
1	2	303924	698027	394103	2	5	0.247689326177698	303924	0.198849232188789
1	3	755389	758101	2712	2	737	0.168623884164127	755389	0.164544786050102
2	4	40644	41909	1265	2	1581	-0.138640521629	40644	-0.13642304267292
2	5	249335	336076	86741	16	184	0.149243336737644	327378	0.136333806695359
2	6	411698	416247	4549	3	659	0.142061900204705	411698	0.140445729577705
2	7	463571	561273	97702	5	51	0.172551451589003	545038	0.152732703393413
4	8	221362	221362	0	1	Inf	0.119727208430855	221362	0.119727208430855
4	9	655206	655206	0	1	Inf	0.130752184390241	655206	0.130752184390241
5	10	655171	902822	247651	31	125	-0.361719566597363	747783	-0.208726817133442
5	11	1009579	1009579	0	1	Inf	-0.127979553403282	1009579	-0.127979553403282
6	12	619172	857791	238619	3	13	0.148544789515184	619172	0.146547255861792
6	13	910145	974726	64581	16	248	0.226482709979023	946007	0.177718875116092
7	14	32597	210709	178112	37	208	-0.450101536004176	61650	-0.283421441148545
7	15	520137	526169	6032	2	332	-0.145557902900064	520137	-0.137522503338846
7	16	606760	610009	3249	3	923	-0.132986973401083	606760	-0.132496699085296
7	17	837666	837666	0	1	Inf	-0.135516916392367	837666	-0.135516916392367
8	18	26150	164995	138845	6	43	-0.384574031632855	81887	-0.296342761340984
8	19	246363	300392	54029	5	93	-0.22125008433953	299740	-0.201742992281503
8	20	1070238	1077854	7616	3	394	0.165284604329602	1077854	0.146380284881585
