CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	303924	272820	18	66	-0.494462236410112	31104	-0.344985727075568
1	2	773113	773113	0	1	Inf	-0.140851774293173	773113	-0.140851774293173
1	3	844126	855001	10875	2	184	-0.169174546003488	855001	-0.160054404412546
2	4	241490	283672	42182	9	213	0.159154757446332	249335	0.138882491597749
2	5	822759	822759	0	1	Inf	0.132576981541912	822759	0.132576981541912
3	6	339523	668648	329125	6	18	0.194840654426112	339523	0.134537265423893
3	7	933539	941957	8418	6	713	-0.148120320108481	934851	-0.143886737862263
3	8	1014545	1032375	17830	4	224	-0.184426933804709	1032375	-0.161210645228658
4	9	293035	294971	1936	2	1033	-0.13762556086455	294971	-0.137109138083529
4	10	806864	806864	0	1	Inf	-0.131394460407231	806864	-0.131394460407231
5	11	627816	627816	0	1	Inf	-0.253507477151079	627816	-0.253507477151079
5	12	737858	902822	164964	26	158	-0.413631827550175	737858	-0.211681298936467
6	13	257738	260098	2360	4	1695	0.132662466569317	257738	0.131695330959554
6	14	998208	998208	0	1	Inf	-0.142714720667212	998208	-0.142714720667212
6	15	1067230	1085318	18088	2	111	-0.156260242289907	1067230	-0.15511698111798
6	16	1155698	1174801	19103	32	1675	-0.164492219755491	1169196	-0.153978598230737
7	17	32597	183433	150836	39	259	-0.465318935995397	66127	-0.294799738680176
7	18	300162	422683	122521	29	237	0.205824950399644	379031	0.166491037528093
7	19	1073164	1079596	6432	4	622	0.244106771153448	1079596	0.223788238300978
7	20	1160318	1160318	0	1	Inf	0.128198087947455	1160318	0.128198087947455
8	21	26150	182668	156518	9	58	-0.432748538011696	132714	-0.258331765080583
8	22	445672	495313	49641	11	222	-0.188094367769437	476021	-0.17490907588978
8	23	606856	615371	8515	3	352	0.147294109082304	606856	0.141567892202769
8	24	633354	672421	39067	14	358	0.183049428901924	645946	0.167017554612574
8	25	756899	919875	162976	40	245	0.172985802979681	805928	0.149341443436254
8	26	966913	1077854	110941	29	261	0.287378711168367	1019097	0.178297138837161
8	27	1238422	1252793	14371	3	209	-0.180348754199842	1252793	-0.16896058772489
