CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	15	192	-0.457081644668168	31104	-0.340642392045124
1	2	303924	698027	394103	2	5	0.285156169679025	303924	0.212361319904922
2	3	40644	41909	1265	2	1581	-0.151609082705356	40644	-0.149546750434121
2	4	98233	98245	12	3	250000	-0.147343031999722	98233	-0.147297206487657
2	5	557007	561273	4266	2	469	0.142171088473783	561273	0.139669884621281
4	6	216867	232370	15503	11	710	0.166528172301312	216867	0.150506152534294
4	7	425449	425449	0	1	Inf	0.124204462227237	425449	0.124204462227237
4	8	890254	900323	10069	2	199	0.147715832871731	890254	0.140681838868193
5	9	655171	848024	192853	26	135	-0.398110734444105	737858	-0.217816332194783
5	10	895743	902822	7079	3	424	-0.164720680108501	895743	-0.162008184993161
6	11	619172	964653	345481	22	64	0.197003042295358	946007	0.162733176528024
7	12	32597	210709	178112	42	236	-0.475635515944561	66127	-0.295700777677911
7	13	520137	526169	6032	2	332	-0.15432341665678	520137	-0.145907828736036
7	14	606760	610009	3249	3	923	-0.159153049942447	606760	-0.15865421262366
7	15	713340	713340	0	1	Inf	-0.125932786636201	713340	-0.125932786636201
7	16	821339	837666	16327	4	245	-0.13985448955794	837666	-0.137328571153728
7	17	949719	950637	918	11	11983	-0.140402436906602	949719	-0.140141405514726
8	18	26150	178552	152402	7	46	-0.390963278060052	81887	-0.290236588101832
8	19	299740	300392	652	4	6135	-0.368239528387629	300392	-0.368219926805699
8	20	1070238	1077854	7616	3	394	0.202429666387252	1077854	0.188272564997963
