CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	303924	272820	14	51	-0.534758915714912	31104	-0.352818004918674
2	2	249335	283672	34337	8	233	0.174234433615418	267621	0.141305448746284
3	3	339523	668648	329125	6	18	0.16721904696141	668648	0.0976028199105668
3	4	951923	951923	0	1	Inf	-0.147308454765782	951923	-0.147308454765782
3	5	1024093	1032375	8282	2	241	-0.156780546920478	1032375	-0.148407083116732
4	6	293035	294971	1936	2	1033	-0.14817285946754	294971	-0.147764393934029
5	7	452244	666859	214615	6	28	-0.255610264728031	627816	-0.127431149596257
5	8	737858	788196	50338	6	119	-0.429964717425036	737858	-0.278729973945683
5	9	825172	825723	551	2	3630	-0.128319599314203	825172	-0.128270360275505
5	10	1009579	1009579	0	1	Inf	-0.145859538784067	1009579	-0.145859538784067
6	11	257738	278218	20480	7	342	0.143057212458399	278218	0.133356197638548
6	12	619172	625691	6519	2	307	0.15269472776869	619172	0.151454714802705
6	13	998208	998208	0	1	Inf	-0.16032345403068	998208	-0.16032345403068
6	14	1041532	1109275	67743	8	118	-0.197222196709211	1085318	-0.142031487176077
6	15	1145833	1184912	39079	56	1433	-0.21934668237584	1169196	-0.183014149246356
7	16	32597	185661	153064	42	274	-0.524670540224953	66127	-0.320311757584649
7	17	300162	422683	122521	29	237	0.214660815808557	361046	0.181767405150755
7	18	606760	610009	3249	3	923	-0.130294640728319	606760	-0.12932861605657
7	19	1073164	1079596	6432	4	622	0.181679634354364	1079596	0.157173579149586
8	20	26150	246363	220213	10	45	-0.310407842826795	81887	-0.246638386922383
8	21	445672	483699	38027	9	237	-0.156681508540208	462119	-0.146690901161476
8	22	606856	615371	8515	3	352	0.141731511527232	606856	0.138580502898242
8	23	621512	621512	0	1	Inf	0.125799835818351	621512	0.125799835818351
8	24	633354	645946	12592	12	953	0.153215106693019	645946	0.146114424183396
8	25	830758	830758	0	1	Inf	0.123905333650045	830758	0.123905333650045
8	26	979720	1070455	90735	25	276	0.281162758914289	1019097	0.183309817769944
8	27	1238422	1252793	14371	3	209	-0.196716402271296	1238422	-0.169344030360858
