CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	15	192	-0.481549806615457	31104	-0.367889445085688
1	2	303924	303924	0	1	Inf	0.245357083951839	303924	0.245357083951839
2	3	40644	41909	1265	2	1581	-0.173576101172306	40644	-0.171116210918787
2	4	267621	282383	14762	2	135	0.14889706660015	267621	0.135754548651952
2	5	283102	296881	13779	7	508	0.123811028393114	292951	0.123113867420576
2	6	327378	336076	8698	3	345	0.136187313299363	327378	0.133518802766323
2	7	411698	411968	270	2	7407	0.126616536838533	411698	0.126352434194015
4	8	216867	237812	20945	11	525	0.192336322118544	216867	0.166147985881091
4	9	396828	408855	12027	3	249	0.131633755386207	408855	0.126956379389037
4	10	900323	912899	12576	3	239	0.150397039307188	911755	0.14577920141097
5	11	627816	845569	217753	25	115	-0.366826009733922	747783	-0.208304224473066
5	12	895743	902822	7079	3	424	-0.136970672377286	895743	-0.135780092081966
6	13	80717	80717	0	1	Inf	0.151610369206599	80717	0.151610369206599
6	14	619172	857791	238619	3	13	0.187763106763683	625691	0.18007051284058
6	15	890729	964653	73924	18	243	0.201859604901888	944725	0.161873930887597
6	16	1163610	1163632	22	2	90909	-0.123148655838265	1163632	-0.123126638193324
6	17	1166408	1173263	6855	9	1313	-0.134285580970208	1169196	-0.131096380703158
7	18	32597	210709	178112	39	219	-0.510612967016402	66127	-0.317408481432489
7	19	520137	526169	6032	2	332	-0.15636417262501	520137	-0.149937731699868
7	20	606760	713340	106580	5	47	-0.185152753471326	606760	-0.167868907587529
7	21	767446	768936	1490	2	1342	-0.161239069796579	768936	-0.161217965941537
7	22	821339	837666	16327	4	245	-0.158204274147295	828199	-0.151368541278744
7	23	1025871	1065843	39972	92	2302	-0.140100226506463	1050552	-0.138043577253854
7	24	1189417	1196878	7461	4	536	-0.140967571705233	1189417	-0.140124670807661
8	25	26150	182668	156518	7	45	-0.352617431395566	81887	-0.272085317264109
8	26	246363	300392	54029	5	93	-0.279287326745364	300392	-0.262578644464181
8	27	1070238	1099591	29353	7	238	0.178860006970979	1077854	0.160076496178553
