CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	73671	74017	346	2	5780	-0.221833568944762	73671	-0.221829175946252
2	2	388085	388085	0	1	Inf	-0.388660179640718	388085	-0.388660179640718
2	3	927445	928068	623	2	3210	-0.242337587187484	928068	-0.24067873797301
3	4	360495	360495	0	1	Inf	0.273809523809524	360495	0.273809523809524
5	5	695336	773357	78021	4	51	-0.369439640708922	747783	-0.311375132120276
7	6	301268	351428	50160	19	379	0.304805608732446	306198	0.25957065386369
7	7	411487	422683	11196	2	179	0.302167483101244	422683	0.282568720313672
7	8	808308	808308	0	1	Inf	0.248541543856639	808308	0.248541543856639
8	9	164962	164995	33	2	60606	-0.313215341600873	164962	-0.313215300781738
8	10	643053	663609	20556	7	341	0.253022272404653	663609	0.222634473322861
8	11	733536	740270	6734	2	297	0.246257130395292	733536	0.230648216949886
