CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	15	192	-0.268876565267291	83228	-0.238503292297842
1	2	303924	698027	394103	2	5	0.35437430786268	303924	0.252276677969909
1	3	755389	773113	17724	3	169	-0.152151864526281	773113	-0.144189962894087
2	4	23546	23946	400	2	5000	0.130436298361226	23546	0.12860274863853
2	5	55683	98245	42562	7	164	0.197480619811695	65932	0.0379313870807714
2	6	181477	202948	21471	13	605	-0.170580585268731	202948	-0.158682481860236
2	7	381947	386699	4752	2	421	-0.121444984129356	381947	-0.121026336627649
2	8	611546	611546	0	1	Inf	-0.130991680972351	611546	-0.130991680972351
2	9	822759	868610	45851	4	87	-0.142930856895406	822759	-0.0667955178959567
2	10	915396	928068	12672	4	316	-0.18107329897747	928068	-0.165793483297186
3	11	127366	173820	46454	12	258	-0.189773539242362	138894	-0.168428877051665
3	12	209502	209502	0	1	Inf	-0.128266603711254	209502	-0.128266603711254
3	13	339523	668648	329125	6	18	0.220523326390773	339523	0.131807032184291
3	14	933539	951923	18384	7	381	-0.191893032394687	951923	-0.167495631091095
4	15	216867	264493	47626	15	315	-0.199513116325312	261851	-0.151252287219931
4	16	425449	425449	0	1	Inf	0.119420240140445	425449	0.119420240140445
4	17	1089461	1089461	0	1	Inf	-0.127091203453859	1089461	-0.127091203453859
5	18	308830	747783	438953	10	23	-0.477627373577568	737858	-0.204513057411336
5	19	1009579	1009579	0	1	Inf	-0.123391812865497	1009579	-0.123391812865497
6	20	257738	625691	367953	11	30	0.270704458368719	619172	0.226073902540143
6	21	969109	998208	29099	4	137	-0.177690482372825	998208	-0.141233145860639
6	22	1031627	1085318	53691	8	149	-0.206835129153202	1085318	-0.167982760933422
6	23	1150955	1174801	23846	43	1803	-0.164404744952248	1169196	-0.151593864239792
7	24	32597	200215	167618	39	233	-0.359834323561154	66127	-0.231272440781085
7	25	300162	422683	122521	28	229	0.290499491344562	361046	0.252898517514702
7	26	492153	500630	8477	4	472	0.130768886812302	500630	0.127809218751988
7	27	1073164	1160318	87154	11	126	0.269050236771921	1079596	0.17843488206097
8	28	26150	246363	220213	9	41	-0.359081969029613	81887	-0.266898109260325
8	29	520584	534633	14049	5	356	0.15046833293883	520584	0.142984201675412
8	30	554879	554879	0	1	Inf	0.131421364749342	554879	0.131421364749342
8	31	566065	1045891	479826	108	225	0.340186829504469	836332	0.273337648917895
8	32	1090645	1099591	8946	4	447	-0.146336047626675	1099591	-0.135448040985794
8	33	1238422	1252793	14371	3	209	-0.214164371698614	1252793	-0.208774204940093
