CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	15	192	-0.494032640093589	31104	-0.381286137833993
1	2	303924	303924	0	1	Inf	0.313248766737139	303924	0.313248766737139
1	3	732150	732150	0	1	Inf	0.139874789335916	732150	0.139874789335916
2	4	40644	41909	1265	2	1581	-0.19639902864082	40644	-0.193195420176868
2	5	98233	98245	12	3	250000	-0.155787428302433	98233	-0.155742830921645
2	6	267621	267621	0	1	Inf	0.147899409107839	267621	0.147899409107839
2	7	463571	465440	1869	2	1070	0.143837626077574	465440	0.143159973103373
3	8	252364	252367	3	2	666667	-0.142889346672929	252367	-0.142887133823504
4	9	216867	232370	15503	7	452	0.171853456279551	216867	0.147808581249229
4	10	890254	911755	21501	3	140	0.185128350252074	890254	0.156534819535636
5	11	655171	848024	192853	25	130	-0.409124044274425	737858	-0.224787189243099
5	12	895743	902822	7079	3	424	-0.18055699601497	895743	-0.177283631207758
6	13	80717	80717	0	1	Inf	0.166963182604398	80717	0.166963182604398
6	14	717905	857791	139886	2	14	0.234544978456997	857791	0.190814522927735
6	15	910145	969109	58964	14	237	0.210141318338226	946007	0.173199329922447
6	16	1166482	1174801	8319	9	1082	-0.134738230664878	1169196	-0.132324932865245
7	17	32597	210709	178112	38	213	-0.508748344510691	66127	-0.303723806704678
7	18	520137	526169	6032	2	332	-0.150831136050419	520137	-0.145085582106893
7	19	606760	610009	3249	3	923	-0.149388029772353	606760	-0.148607659513815
7	20	713340	713340	0	1	Inf	-0.139498000941651	713340	-0.139498000941651
7	21	821339	837666	16327	4	245	-0.157052143917978	837666	-0.152068763126838
7	22	932569	963897	31328	13	415	-0.188325616074752	949719	-0.181193235696605
7	23	1050552	1058935	8383	90	10736	-0.142765500938954	1050552	-0.140646936937059
7	24	1189417	1196878	7461	4	536	-0.152348060560351	1189417	-0.144866668382816
8	25	26150	182668	156518	8	51	-0.41653232179548	132714	-0.291599307057401
8	26	246363	300392	54029	5	93	-0.267492549207425	299740	-0.245439783102531
8	27	1025503	1026391	888	2	2252	0.128262789093116	1025503	0.127159507672305
8	28	1070238	1090645	20407	4	196	0.183090192744333	1077854	0.159542311440646
