CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	755389	724285	22	30	-0.536104078806864	31104	-0.207640130790274
1	2	844126	844126	0	1	Inf	0.143396921232263	844126	0.143396921232263
2	3	23546	65932	42386	8	189	-0.280585993207669	65932	-0.133811196728276
2	4	146433	168473	22040	13	590	0.226427377703856	151591	0.190148509752544
2	5	195761	249335	53574	10	187	0.329810393042544	249335	0.111386729069419
2	6	365814	430031	64217	10	156	0.341956291398703	430031	0.305598641714092
2	7	545038	561273	16235	3	185	0.346394368373695	545038	0.312505311301976
2	8	675350	715999	40649	11	271	-0.2368718599561	715999	-0.175188449224057
2	9	822759	822759	0	1	Inf	0.16309018853263	822759	0.16309018853263
3	10	7056	34627	27571	12	435	-0.164855905109705	23846	-0.157098075760798
3	11	127366	138894	11528	5	434	-0.189496478592087	134908	-0.174259139450854
3	12	163073	173820	10747	4	372	0.206839882054431	163073	0.18741618243668
3	13	278239	278239	0	1	Inf	-0.249431656720659	278239	-0.249431656720659
3	14	908697	914553	5856	11	1878	-0.16056653492447	908955	-0.160476655017875
3	15	1032375	1032375	0	1	Inf	-0.160603420777847	1032375	-0.160603420777847
3	16	1085814	1085814	0	1	Inf	0.190159877101299	1085814	0.190159877101299
4	16	216867	221362	4495	6	1335	0.167282982369819	216867	0.160424874691836
4	17	261851	294971	33120	5	151	-0.190313959126575	293035	-0.171789533262608
4	18	320981	320981	0	1	Inf	0.192968588937344	320981	0.192968588937344
4	19	425449	425449	0	1	Inf	0.120724830879137	425449	0.120724830879137
4	20	568732	568732	0	1	Inf	-0.230457639562174	568732	-0.230457639562174
4	21	625854	655206	29352	2	68	-0.243100014226775	625854	-0.040130132795198
4	22	791159	791159	0	1	Inf	0.250551412783846	791159	0.250551412783846
4	23	962743	978613	15870	7	441	-0.179443563934192	962743	-0.164179117262168
4	24	1089461	1089461	0	1	Inf	-0.301372549019608	1089461	-0.301372549019608
5	25	627816	627816	0	1	Inf	0.199568982254495	627816	0.199568982254495
5	26	666859	671272	4413	3	680	0.17112693638602	671272	0.165454353322988
5	27	737858	823735	85877	9	105	-0.538751794779908	737858	-0.338567986785825
5	28	936793	1009579	72786	3	41	-0.285538762829966	948785	-0.231374854233326
6	29	529025	857791	328766	6	18	0.241177977890036	717905	0.139837117862849
6	30	952870	1031627	78757	12	152	0.349786460291604	969109	0.243987033119234
6	31	1109275	1136700	27425	76	2771	-0.24436319877924	1115722	-0.191664886016008
6	32	1184912	1197039	12127	2	165	0.150712275441402	1197039	0.145364796551588
6	33	1235753	1243062	7309	3	410	0.159111079455514	1235753	0.15166380528601
7	34	32597	210709	178112	42	236	-0.532513307035658	61650	-0.355646121601079
7	35	325529	334563	9034	6	664	-0.18974983049862	330324	-0.167842567576394
7	36	347124	361046	13922	9	646	0.316143478908343	351428	0.276432139828236
7	37	411487	448015	36528	3	82	0.306593783607854	448015	3.12521028691855e-05
7	38	492153	610009	117856	12	102	-0.310493667786673	526169	-0.077815374425024
7	39	767446	829727	62281	6	96	-0.261137420485419	767446	-0.187812355000115
7	40	860410	866854	6444	2	310	-0.170864471861309	860410	-0.159358073026277
7	41	932569	963897	31328	13	415	-0.226010639892855	932569	-0.195860812959803
7	42	1025871	1065843	39972	92	2302	-0.298524402786613	1025871	-0.229560517597372
7	43	1079596	1079596	0	1	Inf	0.177655242378328	1079596	0.177655242378328
7	44	1255902	1313116	57214	17	297	-0.429429797652018	1287197	-0.280636845309313
8	45	35881	178552	142671	6	42	-0.521666885303249	81887	-0.345109878789109
8	46	203744	300392	96648	6	62	-0.463895565497596	299740	-0.330589394863747
8	47	445672	462119	16447	2	122	-0.152552099121814	462119	-0.140623760914901
8	48	581205	587594	6389	2	313	0.144558690616032	587594	0.144048790059204
8	49	756899	759577	2678	2	747	-0.159014043640173	756899	-0.153949180840838
8	50	780115	836332	56217	16	285	0.311763998712395	783560	0.227599691874163
8	51	944277	1026391	82114	18	219	0.253075893236876	945822	0.207550127076637
