CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	303924	272820	17	62	-0.534094037331524	31104	-0.362854359116954
1	2	773113	773113	0	1	Inf	-0.157594254369309	773113	-0.157594254369309
1	3	855001	855001	0	1	Inf	-0.132911028339729	855001	-0.132911028339729
2	4	249335	283330	33995	6	176	0.145616523956358	267621	0.128163872728576
3	5	339523	355620	16097	4	248	0.189200113580904	339523	0.163992305162751
3	6	668648	668648	0	1	Inf	-0.192454380097401	668648	-0.192454380097401
3	7	933539	951923	18384	7	381	-0.17473973989007	934851	-0.170814860554266
3	8	1019826	1032375	12549	3	239	-0.15491853161486	1032375	-0.141670561993538
4	9	312195	312195	0	1	Inf	-0.130142138590387	312195	-0.130142138590387
5	10	627816	666859	39043	5	128	-0.306998155786747	627816	-0.180715594883705
5	11	737858	830697	92839	15	162	-0.413095854414283	737858	-0.197001886663419
5	12	863560	863560	0	1	Inf	-0.134912174565759	863560	-0.134912174565759
6	13	257738	278218	20480	7	342	0.152115276832501	278218	0.146880021728563
6	14	619172	625691	6519	2	307	0.152479444774912	625691	0.150785906745377
6	15	998208	998208	0	1	Inf	-0.168867177183521	998208	-0.168867177183521
6	16	1041532	1113482	71950	9	125	-0.172983532956817	1067230	-0.142077799533901
6	17	1145833	1184912	39079	56	1433	-0.209836978398676	1169196	-0.178276414285508
7	18	32597	185661	153064	38	248	-0.515268396101752	61650	-0.324973666269887
7	19	300162	422683	122521	30	245	0.207800764062629	361046	0.183295769969065
7	20	1073164	1079596	6432	4	622	0.198774914030558	1079596	0.176932398330172
8	21	26150	203744	177594	8	45	-0.329252436936339	164962	-0.266903251970804
8	22	445672	495313	49641	11	222	-0.169739075858079	462119	-0.154764245250094
8	23	606856	609986	3130	2	639	0.1396181709305	606856	0.137730640291072
8	24	644876	645946	1070	5	4673	0.125381725474443	645946	0.124342052314054
8	25	828248	854358	26110	8	306	0.140916040725266	836332	0.13281752543534
8	26	975871	1058585	82714	23	278	0.275775721161512	1019097	0.186841251581124
8	27	1238422	1252793	14371	3	209	-0.200270997204557	1252793	-0.184195655106491
