CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	132074	698027	565953	4	7	0.329995178220392	303924	0.205657532908309
2	2	40644	41909	1265	2	1581	-0.155149259305661	40644	-0.153727600009601
2	3	98233	98245	12	3	250000	-0.127791970649342	98233	-0.127758535086538
2	4	715999	715999	0	1	Inf	-0.136998556218818	715999	-0.136998556218818
3	5	192170	201734	9564	4	418	0.151189373421168	192170	0.136637061312838
4	6	890254	890254	0	1	Inf	0.141598197782125	890254	0.141598197782125
5	7	627816	830697	202881	20	99	-0.449866154873468	737858	-0.223951200828354
5	8	895743	902822	7079	3	424	-0.128074875570267	895743	-0.125445436011586
6	9	857791	857791	0	1	Inf	0.1481332078347	857791	0.1481332078347
6	10	938952	953911	14959	6	401	0.139838365610588	944725	0.133036033493608
7	11	49049	129380	80331	14	174	-0.299734781477699	66127	-0.272084864069094
8	12	26150	178552	152402	8	52	-0.417328042328042	81887	-0.307653279186762
8	13	246363	300392	54029	5	93	-0.279073438802884	299740	-0.25769933810776
