CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	303924	272820	18	66	-0.504198712171781	52322	-0.347454001183749
1	2	844126	855001	10875	2	184	-0.1417164903697	855001	-0.138299619649446
2	3	241490	283672	42182	9	213	0.158141664133494	267621	0.13933304880294
3	4	339523	668648	329125	6	18	0.164055107693475	668648	0.0933737513501159
3	5	934851	951923	17072	6	351	-0.146366070981871	951923	-0.145999228679703
3	6	1014545	1032375	17830	4	224	-0.173238042103141	1032375	-0.160081533260902
4	7	293035	312195	19160	3	157	-0.156312004863966	294971	-0.152129572189146
5	8	452244	627816	175572	2	11	-0.238691230814879	627816	-0.0492914148654339
5	9	695336	902822	207486	27	130	-0.413582590076647	737858	-0.203826599214129
6	10	257738	278218	20480	7	342	0.135939323543805	257738	0.132634936077358
6	11	619172	717905	98733	3	30	0.181771470323344	619172	0.176667673235742
6	12	998208	998208	0	1	Inf	-0.13071341053237	998208	-0.13071341053237
6	13	1031627	1085318	53691	8	149	-0.195228878398917	1085318	-0.150964502647794
6	14	1149551	1182743	33192	46	1386	-0.18342286338247	1169196	-0.163359125528029
7	15	32597	185661	153064	39	255	-0.472181950193908	66127	-0.303717450956369
7	16	300162	422683	122521	30	245	0.236655404086798	379031	0.193961314978121
7	17	1073164	1079596	6432	4	622	0.271007728545082	1079596	0.250302619705642
8	18	26150	203744	177594	9	51	-0.276574617670508	81887	-0.204278772199502
8	19	445672	495313	49641	11	222	-0.213494750098278	445672	-0.16196094523046
8	20	606856	674383	67527	31	459	0.171901376466137	645946	0.151378386876694
8	21	695441	706200	10759	5	465	0.131987693010683	698252	0.131076889915404
8	22	756899	930103	173204	40	231	0.202890791706314	836332	0.166478797560731
8	23	966913	1057093	90180	24	266	0.284611750692883	1019097	0.182759939660953
8	24	1252306	1252793	487	2	4107	-0.159212358340503	1252793	-0.158505557555475
