CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	303924	303924	0	1	Inf	0.331965344277246	303924	0.331965344277246
2	2	181477	195761	14284	10	700	-0.204320880097702	195761	-0.194735539962203
2	3	327378	327578	200	2	10000	-0.246623770944086	327378	-0.246438394334008
2	4	746853	750166	3313	2	604	-0.159816954297403	750166	-0.158723115436532
2	5	867406	928068	60662	6	99	-0.282672440061797	915396	-0.263275178345104
3	6	134908	163990	29082	11	378	-0.255119745332638	152407	-0.232340653412199
3	7	343070	360495	17425	4	230	0.270809003432026	360495	0.265633355340076
4	8	264493	264493	0	1	Inf	-0.285294099839461	264493	-0.285294099839461
4	9	425449	425449	0	1	Inf	0.221483703651819	425449	0.221483703651819
5	10	666859	747783	80924	3	37	-0.438104237984984	747783	-0.321157705578833
6	11	257738	278218	20480	7	342	0.243478952130468	278218	0.198764432161749
6	12	619172	717905	98733	2	20	0.35504745470233	619172	0.292948068890156
6	13	1042552	1085318	42766	6	140	-0.279584487777141	1085318	-0.231693563200828
6	14	1174801	1184912	10111	5	495	-0.201090095686805	1177126	-0.199063694430449
7	15	60601	60601	0	1	Inf	-0.224945280966788	60601	-0.224945280966788
7	16	300162	361046	60884	21	345	0.359149255054304	314131	0.310517886500548
7	17	411487	422683	11196	2	179	0.255835470819528	422683	0.237649657159731
7	18	1075327	1079596	4269	3	703	0.354317313104003	1079596	0.288853496576736
8	19	26150	178552	152402	7	46	-0.433237133237133	81887	-0.301795848420435
8	20	575867	663609	87742	26	296	0.310556138936048	615371	0.29289905980114
8	21	733536	865009	131473	15	114	0.401956095588087	783560	0.351030317749773
8	22	908971	952484	43513	9	207	0.260781102229752	930103	0.248042868279321
8	23	1005724	1042258	36534	11	301	0.338300251057592	1025503	0.300438330356159
8	24	1232237	1232237	0	1	Inf	-0.152758534904808	1232237	-0.152758534904808
