CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	13	166	-0.468415212337501	31104	-0.324735453928011
1	2	303924	303924	0	1	Inf	0.216562398362318	303924	0.216562398362318
1	3	715530	732150	16620	2	120	-0.247656528592048	715530	-0.22371947075788
1	4	807015	855001	47986	4	83	0.147931568161719	844126	0.00445219852869589
2	4	23546	65932	42386	8	189	-0.192699494266788	23546	-0.173168199462148
2	5	136116	202948	66832	23	344	0.195821818446038	195761	0.180444651327364
2	6	237046	304525	67479	15	222	0.260613616511789	282383	0.227135563415584
2	7	352109	365814	13705	4	292	0.158533857324556	365814	0.147290043289447
2	8	411698	416247	4549	3	659	0.141310798375283	411698	0.136989613114833
2	9	463571	589928	126357	10	79	0.239717832512985	585521	0.201993061392606
2	10	645307	657159	11852	4	337	0.218323966440811	645307	0.215199902763509
2	11	928068	928068	0	1	Inf	0.128756047543121	928068	0.128756047543121
3	11	7056	58804	51748	15	290	-0.179082794489656	15813	-0.171761754244248
3	12	115535	118260	2725	2	734	-0.128188683299044	118260	-0.12746251173532
3	13	343070	360495	17425	4	230	-0.17937834968991	343070	-0.177507771212012
3	14	933539	941957	8418	6	713	-0.192975089298725	934851	-0.185175081945754
3	15	1032375	1032375	0	1	Inf	0.12998658766026	1032375	0.12998658766026
4	16	320981	320981	0	1	Inf	0.13117845572019	320981	0.13117845572019
4	17	911755	943332	31577	8	253	0.175804093419323	912899	0.170413978318044
5	18	170080	308830	138750	2	14	0.270293154013228	308830	0.208002237174158
5	19	655171	788196	133025	10	75	-0.368786618786619	695336	-0.0866521214555464
6	20	260098	926355	666257	16	24	0.307692307692308	857791	0.140067525490792
6	21	998208	1023215	25007	2	80	0.241122139227649	998208	0.184315825296183
6	22	1085318	1085318	0	1	Inf	0.188399175081112	1085318	0.188399175081112
7	23	37406	129380	91974	9	98	-0.431621939938341	85330	-0.397239306715782
7	24	172677	172677	0	1	Inf	0.125913949236262	172677	0.125913949236262
7	25	183433	183433	0	1	Inf	0.13817916901238	183433	0.13817916901238
7	26	305857	305857	0	1	Inf	0.131439429363378	305857	0.131439429363378
7	27	308494	361046	52552	20	381	0.264910471856128	335845	0.208230781812555
7	28	411487	448015	36528	3	82	0.217808379018043	422683	0.203630931158334
7	29	500630	500630	0	1	Inf	-0.142667263329948	500630	-0.142667263329948
7	30	559344	610009	50665	4	79	0.159402276132433	606760	0.149633502941864
7	31	713340	722064	8724	2	229	0.156290857909933	713340	0.144316228857737
7	32	828199	970131	141932	20	141	0.275222190700192	950637	0.227812609541934
7	33	1146918	1228951	82033	26	317	-0.266561515128795	1146918	-0.17396377821971
7	34	1255902	1277813	21911	10	456	-0.197640181439936	1268667	-0.17993194831299
7	35	1296479	1313116	16637	5	301	-0.247805205177236	1313116	-0.188253962068027
8	35	26150	28612	2462	2	812	-0.319258628941156	26150	-0.317834349216554
8	36	182668	182668	0	1	Inf	-0.189856710301866	182668	-0.189856710301866
8	37	370306	527228	156922	16	102	-0.261879042844993	476021	-0.219267992715565
8	38	756899	836332	79433	17	214	-0.187965102486338	783560	-0.162042076344162
8	39	944277	952484	8207	6	731	-0.138326888618348	945822	-0.132785719566538
8	40	1034063	1063663	29600	14	473	0.290358659626053	1042258	0.264713937764448
8	41	1090645	1096950	6305	3	476	-0.134105991104182	1096950	-0.131519963497418
8	42	1238422	1238422	0	1	Inf	-0.136748460562424	1238422	-0.136748460562424
