CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	73671	74017	346	2	5780	-0.136252069037146	73671	-0.136128689351225
1	2	755389	773113	17724	3	169	0.227265651080331	755389	0.216502472534659
2	3	181854	229557	47703	10	210	-0.178708202609922	202948	-0.141973383739474
2	4	296881	620053	323172	32	99	-0.297737547814271	352109	-0.22856598913018
2	5	746853	822759	75906	4	53	-0.181455363239411	801683	-0.093911818217637
3	6	7056	36296	29240	13	445	-0.209101998795101	23846	-0.196468794914359
3	7	103469	118260	14791	10	676	-0.179958039851826	115535	-0.155098395697578
3	8	343070	668648	325578	5	15	-0.288858778459797	668648	-0.173441333220855
3	9	976435	1085814	109379	23	210	-0.351525412647022	1032375	-0.2539103853433
4	9	216867	237812	20945	12	573	-0.246768434635292	216867	-0.229423010303521
4	10	396828	408855	12027	3	249	-0.160491580560369	396828	-0.156755456008778
4	11	625854	655206	29352	2	68	-0.193936438958862	655206	-0.178281583534731
4	12	806864	806864	0	1	Inf	-0.158233890023876	806864	-0.158233890023876
5	13	170080	170080	0	1	Inf	-0.13721959049446	170080	-0.13721959049446
5	14	695336	695336	0	1	Inf	-0.231915260554879	695336	-0.231915260554879
5	15	823050	825723	2673	4	1496	-0.151342549680274	823050	-0.147791065733009
6	16	80717	278218	197501	8	41	-0.315135231623339	278218	-0.235636597250413
6	17	998208	998208	0	1	Inf	0.167957771003457	998208	0.167957771003457
6	18	1115209	1162800	47591	122	2564	-0.262809793856432	1142134	-0.220153774666636
6	19	1174801	1197039	22238	4	180	-0.198290109223693	1184912	-0.168497136079968
7	20	60420	87355	26935	9	334	-0.264825152593032	60420	-0.241521235586163
7	21	155222	155222	0	1	Inf	-0.130862381849568	155222	-0.130862381849568
7	22	171411	172677	1266	3	2370	-0.130188892145802	172677	-0.129051855881175
7	23	183433	210709	27276	3	110	-0.258427861060532	210709	-0.226757502833738
7	24	348801	411487	62686	10	160	-0.21126281663072	361046	-0.16130209442993
7	25	520137	554067	33930	4	118	-0.264890103171455	537185	-0.200634523444017
7	26	606760	666943	60183	4	66	-0.179300365558969	610009	-0.171983763500653
7	27	735689	821339	85650	5	58	-0.263749516138998	767446	-0.210921104750611
7	28	1025871	1079596	53725	96	1787	-0.280392911092647	1025871	-0.173826826711209
7	29	1312184	1313116	932	2	2146	-0.202821914787746	1313116	-0.19890421593373
8	30	182668	182668	0	1	Inf	-0.216502909648898	182668	-0.216502909648898
8	31	355261	370306	15045	2	133	-0.358203503315883	370306	-0.311736821010015
8	32	509259	546395	37136	8	215	-0.213462689903075	520584	-0.185652833545945
8	33	733536	740270	6734	2	297	-0.161613804490112	740270	-0.150593728908739
8	34	1005724	1026391	20667	5	242	-0.187535424662841	1019097	-0.167291110214299
