CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	136286	105182	15	143	-0.355410644782525	74017	-0.305555490469721
1	2	698027	844126	146099	9	62	0.248652013501283	698027	0.0845868232814914
2	3	60284	181854	121570	25	206	-0.293131831508915	115723	-0.186129416270451
2	4	186225	186225	0	1	Inf	-0.122824673745137	186225	-0.122824673745137
2	5	195761	229557	33796	5	148	-0.160917253912904	229557	-0.133971020987842
2	6	327378	430031	102653	15	146	-0.24129185094211	430031	-0.173110033877859
2	7	545038	561273	16235	3	185	-0.187552421475663	545038	-0.16126086548776
2	8	611546	620053	8507	2	235	-0.22599918251786	620053	-0.224571310559267
2	9	675350	867406	192056	16	83	-0.184452789018433	675350	-0.164272915238204
2	10	868610	928068	59458	6	101	-0.187256482781173	915396	-0.171443649189564
3	10	7056	78940	71884	17	236	-0.18785393232937	23846	-0.168286537319741
3	11	102291	118260	15969	11	689	-0.225797084840844	115535	-0.184116897771221
3	12	138894	163990	25096	9	359	0.168358862408829	150336	0.154314634630983
3	13	192170	209502	17332	5	288	0.207475390441489	200362	0.193707888259079
3	14	343070	668648	325578	5	15	-0.355233117039173	668648	-0.253626814773788
3	15	976435	1032375	55940	17	304	-0.252265533005618	1019826	-0.216802464988399
4	16	216867	551146	334279	25	75	-0.308062227675404	216867	-0.245266527868374
4	17	587056	675713	88657	4	45	-0.210886609426241	587056	-0.182824283061587
4	18	890254	900323	10069	2	199	-0.220820115706765	890254	-0.212945498881914
4	19	973644	978613	4969	6	1207	0.167670106587505	978613	0.164505750735529
4	20	1003595	1004085	490	2	4082	-0.169830005088332	1004085	-0.167037266032625
5	21	452244	788196	335952	12	36	-0.223154490355965	747783	-0.0657811321989092
5	22	895743	1009579	113836	6	53	-0.189180954351883	895743	-0.127002695122031
6	22	80717	278218	197501	5	25	-0.27261934004749	80717	-0.231455079027962
6	23	883768	964653	80885	19	235	-0.249012603913385	938952	-0.204337234115265
6	24	973643	1067230	93587	12	128	-0.283113477936703	1056029	-0.195668087651187
6	25	1109275	1159922	50647	115	2271	-0.210654640994913	1133994	-0.194908203150853
6	26	1161079	1161079	0	1	Inf	-0.12659213003798	1161079	-0.12659213003798
6	27	1161629	1161755	126	3	23810	-0.125144651682041	1161755	-0.125090787276821
6	28	1163610	1163632	22	2	90909	-0.126413733128879	1163632	-0.126406295784225
6	29	1166408	1197039	30631	13	424	-0.205294589904776	1184912	-0.147086792886286
6	30	1218994	1253071	34077	8	235	0.216977683377681	1253071	0.198635249565154
7	31	165357	165357	0	1	Inf	0.129234161512058	165357	0.129234161512058
7	32	171411	172987	1576	4	2538	0.130611734014863	171411	0.130440375127042
7	33	300162	318927	18765	9	480	-0.184341076524202	300162	-0.17112834847972
7	34	348801	361046	12245	6	490	-0.223607642143901	361046	-0.210767016975212
7	35	422683	422683	0	1	Inf	-0.164835164835165	422683	-0.164835164835165
7	36	500630	829727	329097	19	58	-0.315011817166269	537185	-0.183896634633798
7	37	1025871	1025871	0	1	Inf	-0.253766899818277	1025871	-0.253766899818277
7	38	1073164	1160318	87154	11	126	-0.199899402496427	1079596	-0.175933976304026
7	39	1189417	1267786	78369	37	472	-0.256127354521714	1193605	-0.183190336915717
7	40	1299854	1313116	13262	4	302	-0.23321688565892	1313116	-0.189448989327284
8	40	26150	182668	156518	6	38	-0.281562851385765	164962	-0.225244519836167
8	41	445672	495313	49641	11	222	0.234751193748361	445672	0.188509096085362
8	42	556808	615371	58563	8	137	0.209514174415885	587594	0.172210113524117
8	43	635130	733536	98406	18	183	0.224714556318418	695441	0.178431256664521
8	44	805928	814167	8239	5	607	0.136120212926128	805928	0.131925977688
8	45	852203	930103	77900	22	282	0.193260622994822	878600	0.159558565457988
8	46	964783	979860	15077	6	398	0.178105223294743	975871	0.173172805210637
8	47	1090645	1154740	64095	6	94	0.207435447661097	1096950	0.181525146921695
8	48	1252306	1252793	487	2	4107	0.177637429332584	1252793	0.176351183160918
