CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	303924	272820	16	59	-0.464066138858909	31104	-0.357831974673933
1	2	755389	773113	17724	3	169	0.218610027341197	773113	0.210184334531902
2	3	55683	65932	10249	4	390	-0.223551422292243	65932	-0.206310895680145
2	4	111770	115723	3953	3	759	-0.174539231059768	115723	-0.172238291861719
2	5	915396	928068	12672	4	316	-0.173027076023566	915396	-0.171729103993156
3	6	668648	668648	0	1	Inf	-0.317189015251697	668648	-0.317189015251697
3	7	1071755	1085814	14059	2	142	-0.241290413334392	1071755	-0.1972763417053
4	7	216867	264493	47626	16	336	-0.193662235227051	230517	-0.178228698732568
4	8	396828	396828	0	1	Inf	-0.13348506736424	396828	-0.13348506736424
4	9	587056	625854	38798	2	52	-0.141915584415584	625854	-0.133799784778813
5	10	655171	655669	498	2	4016	-0.156480934475562	655171	-0.155753507724557
5	11	695336	747783	52447	2	38	-0.216391135745974	695336	-0.0238636269837862
5	12	852215	902822	50607	5	99	-0.179906019419278	902822	-0.165529866967605
6	13	257738	278218	20480	6	293	-0.261048638419309	278218	-0.171648633928286
6	14	883768	897010	13242	6	453	-0.180887711044814	890729	-0.178625051481173
6	15	938952	938952	0	1	Inf	-0.137962916300888	938952	-0.137962916300888
6	16	1041532	1067230	25698	6	233	-0.206140600644518	1048868	-0.189715970795546
6	17	1125475	1125475	0	1	Inf	-0.122907401665275	1125475	-0.122907401665275
6	18	1127136	1143769	16633	65	3908	-0.137573302398605	1133994	-0.130815686173567
6	19	1177126	1184912	7786	3	385	-0.145521211398244	1182743	-0.1402755869939
7	20	60420	115311	54891	10	182	-0.416257951206078	60420	-0.315502593226275
7	21	129380	210709	81329	11	135	-0.203912704869932	210709	-0.171371197333131
7	22	411487	422683	11196	2	179	-0.146732130407995	422683	-0.133692386380499
7	23	520137	537185	17048	3	176	-0.226575559195316	537185	-0.180768501060141
7	24	735689	735689	0	1	Inf	-0.131221551895641	735689	-0.131221551895641
7	25	808308	808308	0	1	Inf	-0.179797812176844	808308	-0.179797812176844
7	26	1025871	1025871	0	1	Inf	-0.191798678923849	1025871	-0.191798678923849
7	27	1079596	1160318	80722	8	99	-0.191024948786373	1146918	-0.174508612636708
7	28	1189417	1219760	30343	15	494	-0.225965081932657	1194057	-0.168577112816728
8	29	26150	182668	156518	6	38	-0.382225217166834	28612	-0.290189456175206
8	30	370306	370306	0	1	Inf	-0.173989851428525	370306	-0.173989851428525
8	31	462119	462119	0	1	Inf	0.149315913371313	462119	0.149315913371313
8	32	1018603	1019097	494	2	4049	-0.147044821793805	1019097	-0.146836243948937
8	33	1095126	1096950	1824	2	1096	0.13820820842109	1096950	0.134119133140877
