CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	773113	742009	21	28	-0.471019574147646	31104	-0.226558117157166
2	2	55683	65932	10249	4	390	-0.240107494973296	65932	-0.220259752354576
2	3	111770	136116	24346	5	205	-0.165789686543892	115723	-0.154600404642977
2	4	801683	801698	15	2	133333	-0.128103395982963	801683	-0.128074699811625
2	5	915396	928068	12672	4	316	-0.17647796300614	915396	-0.166751306804181
3	6	668648	668648	0	1	Inf	-0.350266775185386	668648	-0.350266775185386
3	7	951923	951923	0	1	Inf	0.160043670887965	951923	0.160043670887965
4	8	216867	264493	47626	16	336	-0.232260457359767	216867	-0.222136655067349
4	9	396828	396828	0	1	Inf	-0.131018845006102	396828	-0.131018845006102
4	10	408855	408855	0	1	Inf	-0.129580644655634	408855	-0.129580644655634
4	11	587056	587056	0	1	Inf	-0.152373413639674	587056	-0.152373413639674
4	12	890254	890254	0	1	Inf	-0.179144316041376	890254	-0.179144316041376
4	13	928639	943332	14693	5	340	-0.151104142910668	935117	-0.14886965943065
4	14	1003595	1004085	490	2	4082	-0.165379517500694	1004085	-0.164086521700104
5	15	655171	773357	118186	8	68	-0.206896368627576	695336	-0.0629888823922332
5	16	845569	902822	57253	8	140	-0.195224896562707	902822	-0.163405393237194
5	17	1009579	1009579	0	1	Inf	0.180555914673562	1009579	0.180555914673562
6	17	80717	278218	197501	7	35	-0.224482269473051	278218	-0.170380188240501
6	18	717905	717905	0	1	Inf	-0.222937785728483	717905	-0.222937785728483
6	19	883768	897010	13242	6	453	-0.184473371310921	896036	-0.179212812814802
6	20	931044	952870	21826	8	367	-0.171104975540559	938952	-0.156262792067286
6	21	1031627	1056029	24402	6	246	-0.203839352396941	1048868	-0.183842352340212
6	22	1174801	1184912	10111	4	396	-0.161681127408797	1182743	-0.148541231798102
7	23	32597	102114	69517	11	158	-0.409270877084434	61650	-0.330333040225586
7	24	129380	210709	81329	11	135	-0.215268634979336	155222	-0.185183682327103
7	25	361046	361046	0	1	Inf	-0.127819387130778	361046	-0.127819387130778
7	26	411487	422683	11196	2	179	-0.151233820176941	411487	-0.147147864504792
7	27	526169	537185	11016	2	182	-0.172071877009591	537185	-0.157589521929899
7	28	735689	808308	72619	4	55	-0.192927042098845	808308	-0.154842057030797
7	29	1075327	1211197	135870	27	199	-0.209278584708411	1189417	-0.157356715647753
8	30	26150	182668	156518	7	45	-0.399659418613251	35881	-0.292674112747385
8	31	370306	370306	0	1	Inf	-0.206129785942952	370306	-0.206129785942952
8	32	520584	534633	14049	5	356	-0.147912969118936	526923	-0.142224298122534
