CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	14	179	-0.178717603351863	31104	-0.163792833718322
1	2	755389	758101	2712	2	737	0.266517212025745	755389	0.260993604467621
2	3	23546	23946	400	2	5000	-0.171737103838692	23546	-0.169397929578796
2	4	801683	822759	21076	3	142	-0.222659614399208	822759	-0.187337742078645
3	5	668648	910978	242330	6	25	0.226589133086028	909215	0.156611983481819
3	6	993766	1007113	13347	6	450	-0.140457970096172	998674	-0.13655738852247
4	7	216867	219771	2904	5	1722	-0.166232861577867	216867	-0.164117189298905
4	8	551146	551146	0	1	Inf	-0.126980036107599	551146	-0.126980036107599
4	9	587056	587056	0	1	Inf	-0.15492510158045	587056	-0.15492510158045
4	10	655206	655206	0	1	Inf	-0.166030097559386	655206	-0.166030097559386
4	11	890254	943332	53078	10	188	-0.212548600933118	900323	-0.166776893541652
4	12	994328	996003	1675	2	1194	0.138498871553203	994328	0.136033986938765
4	13	1089461	1089461	0	1	Inf	0.216196063811	1089461	0.216196063811
5	14	655171	695336	40165	5	124	-0.231699777148147	655669	-0.216895646765437
6	15	278218	553964	275746	3	11	0.181782450044911	553964	0.0614393103571139
6	16	1085318	1085318	0	1	Inf	0.136767917485885	1085318	0.136767917485885
6	17	1128808	1129201	393	8	20356	-0.139744271531705	1129201	-0.139477423630311
6	18	1129801	1143557	13756	40	2908	-0.144764887788368	1133994	-0.140202011631564
7	19	115311	115311	0	1	Inf	0.154402461291294	115311	0.154402461291294
7	20	448015	448015	0	1	Inf	0.169591068966383	448015	0.169591068966383
7	21	537185	537185	0	1	Inf	-0.172403814304056	537185	-0.172403814304056
7	22	932569	950637	18068	6	332	0.223118067433266	949719	0.217923729636488
7	23	1025871	1079596	53725	96	1787	-0.155621601093343	1065843	-0.153011044026645
8	24	26150	81887	55737	4	72	-0.293400738252957	35881	-0.275939420546323
8	25	164962	164995	33	2	60606	-0.155889536035945	164962	-0.155847323469028
8	26	299740	300392	652	4	6135	0.186092235433632	300392	0.186076042693461
8	27	566065	587594	21529	4	186	0.185046505377173	575867	0.158044962063473
8	28	663609	681613	18004	4	222	0.159112973461164	674383	0.152028803661599
8	29	1040035	1057093	17058	11	645	0.211599228509531	1042258	0.183103770820116
