CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	715530	755389	39859	3	75	-0.21738781906803	732150	-0.206700090107055
1	2	844126	844126	0	1	Inf	0.174140663062604	844126	0.174140663062604
2	3	136116	136116	0	1	Inf	0.151100770810127	136116	0.151100770810127
2	4	181477	202948	21471	11	512	0.235257142642799	202948	0.172684255912682
2	5	249335	249335	0	1	Inf	0.13690723322227	249335	0.13690723322227
2	6	282383	304525	22142	11	497	0.256673249502011	304525	0.227081639893747
2	7	352109	359393	7284	3	412	-0.20028091095345	352109	-0.189168677043915
2	8	416247	465440	49193	5	102	-0.222535409383774	430031	-0.0237606476295453
2	9	561273	561273	0	1	Inf	0.152426537161986	561273	0.152426537161986
2	10	675350	686168	10818	9	832	0.180520748359042	675350	0.175245987883725
3	11	10626	36296	25670	12	467	-0.155810522122442	23846	-0.147540570409083
3	12	668648	668648	0	1	Inf	-0.171309467362099	668648	-0.171309467362099
3	13	939294	951923	12629	4	317	0.200391758593511	951923	0.160934206790964
4	14	216990	237812	20822	9	432	0.270994184405909	237812	0.234704180566048
4	15	425449	425449	0	1	Inf	-0.199493396621442	425449	-0.199493396621442
4	16	568732	587056	18324	3	164	0.299276490878998	582845	0.288511392020561
4	17	900323	912899	12576	3	239	-0.168507460353398	911755	-0.165781248102664
4	18	935117	962743	27626	4	145	-0.196505584029054	943332	-0.180428666340436
5	19	452244	452244	0	1	Inf	-0.194031413612565	452244	-0.194031413612565
5	20	655171	666859	11688	4	342	-0.222854496138947	666859	-0.219201272025278
5	21	747783	747783	0	1	Inf	-0.297397732889669	747783	-0.297397732889669
5	22	823050	1009579	186529	22	118	-0.327244514083087	823050	-0.262043552450373
6	23	258545	278218	19673	6	305	-0.385742910472736	278218	-0.347349377576472
6	24	619172	625691	6519	2	307	-0.234302633169796	619172	-0.224006153260524
6	25	883768	998208	114440	23	201	-0.363624460811229	938952	-0.141709919639487
6	26	1031627	1067230	35603	7	197	0.205497520870542	1042552	0.186256707174285
6	27	1109275	1143769	34494	89	2580	-0.217237781540233	1125122	-0.203270136183838
6	28	1182743	1253071	70328	14	199	-0.275553569749395	1214010	-0.221366041264495
7	29	60420	87355	26935	9	334	-0.228087768890532	85330	-0.218573325676833
7	30	165357	183433	18076	7	387	0.240733524476869	172987	0.227953944184415
7	31	300162	315208	15046	6	399	-0.284829297919184	300162	-0.20164839402583
7	32	411487	422683	11196	2	179	0.239402029177725	422683	0.214509377619819
7	33	469460	520137	50677	9	178	-0.311774752247906	500630	-0.220467398791643
7	34	713340	768936	55596	5	90	0.246578027729889	722064	0.0696088858770222
7	35	949719	970131	20412	10	490	0.324429130503321	963897	0.311557562588753
7	36	1076039	1079596	3557	2	562	-0.21121230229203	1079596	-0.180610105994348
7	37	1189417	1200973	11556	5	433	-0.225547039603479	1189417	-0.193620778714629
7	38	1255902	1313116	57214	17	297	-0.373959576811136	1264275	-0.316575811732867
8	38	26150	35881	9731	3	308	-0.274581503334476	26150	-0.266190021337125
8	39	132714	203744	71030	5	70	-0.288224085206903	164962	-0.155508255643909
8	40	299740	300392	652	4	6135	0.209015902766282	300392	0.209002294948399
8	41	370306	462119	91813	3	33	-0.259732741493931	370306	-0.193058614788999
8	42	620887	633354	12467	14	1123	-0.161082189365266	620887	-0.158688258210952
8	43	733536	783617	50081	7	140	-0.250662169961845	780115	-0.240245361595678
8	44	811629	836332	24703	9	364	-0.267978703047222	830758	-0.232275006678888
8	45	865009	952484	87475	25	286	-0.223873843477476	897725	-0.190603839113986
8	46	1077854	1090645	12791	2	156	-0.143402804177903	1077854	-0.137239252433815
8	47	1150042	1252793	102751	6	58	-0.380681511452982	1238422	-0.0227832938518432
