CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	14	179	-0.495984144021573	31104	-0.366356780449286
1	2	303924	303924	0	1	Inf	0.274512500764105	303924	0.274512500764105
1	3	715530	732150	16620	2	120	-0.227754444573742	715530	-0.220983029108354
1	4	814587	855001	40414	3	74	0.173520199146684	844126	0.0578790123220395
2	4	23546	65932	42386	8	189	-0.224731096275194	65932	-0.20692882845967
2	5	151591	159333	7742	2	258	0.132865596255801	151591	0.129931813644894
2	6	168439	202948	34509	17	493	0.156543292340119	189948	0.146240703731676
2	7	237046	327578	90532	18	199	0.236611637757179	287664	0.20582706951574
2	8	352109	381947	29838	5	168	0.164857748374559	365814	0.151485988988213
2	9	398419	411968	13549	3	221	0.12915839889722	411698	0.128439514969948
2	10	463571	589928	126357	11	87	0.273053525966523	588254	0.212522552610387
2	11	645307	657159	11852	4	337	0.18063925561633	645307	0.165243750095746
3	12	7056	34627	27571	12	435	-0.183667342826381	23846	-0.180305738480417
3	13	109686	127366	17680	6	339	-0.162552566641311	118260	-0.151141647296622
3	14	343070	668648	325578	5	15	-0.365958662011294	668648	-0.253276524963907
3	15	933539	951923	18384	7	381	-0.198038487212397	934851	-0.182731769703682
4	16	425449	425449	0	1	Inf	-0.132718766772445	425449	-0.132718766772445
4	17	625854	625854	0	1	Inf	-0.140751419833989	625854	-0.140751419833989
5	18	170080	170080	0	1	Inf	0.133720997983988	170080	0.133720997983988
5	19	655171	747783	92612	6	65	-0.352162347456465	695336	-0.258988342804401
6	20	257738	553964	296226	9	30	-0.253070953516468	278218	-0.10897095748588
6	21	857791	910145	52354	8	153	0.232161229800884	857791	0.179710522315527
6	22	998208	1024745	26537	4	151	0.223389903945818	998208	0.177241359423195
6	23	1085318	1085318	0	1	Inf	0.157975884777581	1085318	0.157975884777581
7	24	60420	129380	68960	8	116	-0.428781390790444	85330	-0.418214175027317
7	25	318927	348801	29874	12	402	0.222598169584915	334563	0.183756385104392
7	26	448015	500630	52615	9	171	-0.156983931043181	448015	-0.108789167423822
7	27	713340	722064	8724	2	229	0.126384569863767	722064	0.124745200392497
7	28	860410	875319	14909	3	201	0.170209268058208	875319	0.168346253637755
7	29	949719	963897	14178	8	564	0.273819071826217	950637	0.260992623875451
7	30	1146918	1235306	88388	33	373	-0.275729717469683	1146918	-0.192734073501814
7	31	1255902	1277813	21911	10	456	-0.199396865375454	1268667	-0.185618262490712
7	32	1296479	1313116	16637	5	301	-0.264356426222865	1313116	-0.207858519931341
8	32	26150	35881	9731	3	308	-0.283178097881889	26150	-0.27274164268967
8	33	182668	182668	0	1	Inf	-0.167242130142774	182668	-0.167242130142774
8	34	370306	534633	164327	18	110	-0.291851022584517	475172	-0.245113298563447
8	35	609986	637861	27875	18	646	-0.149837484340026	629218	-0.144371527743833
8	36	643053	643053	0	1	Inf	-0.122451688930331	643053	-0.122451688930331
8	37	733536	874728	141192	25	177	-0.283129749713461	733536	-0.21544471287158
8	38	883570	952484	68914	21	305	-0.191922011261732	945822	-0.16709574955157
8	39	1034063	1058585	24522	13	530	0.225976498902541	1042258	0.209977429596715
8	40	1095126	1095126	0	1	Inf	-0.13000599749918	1095126	-0.13000599749918
8	41	1238422	1238422	0	1	Inf	-0.185905031771065	1238422	-0.185905031771065
