CHROM	qtl	start	end	length	nSNPs	avgSNPs_Mb	peakDeltaSNP	posPeakDeltaSNP	avgDeltaSNP
1	1	31104	109428	78324	13	166	-0.440692740742497	31104	-0.371828263224408
1	2	303924	303924	0	1	Inf	0.152882205513784	303924	0.152882205513784
1	3	755389	758101	2712	2	737	0.157364313072158	755389	0.155043138105474
2	4	23546	65932	42386	8	189	-0.22825061538695	55683	-0.21726487072151
2	5	181477	202948	21471	11	512	-0.145924934612259	202948	-0.134584221589827
2	6	336076	352109	16033	2	125	-0.145042182908633	336076	-0.140364372638794
2	7	381947	388085	6138	3	489	-0.148727778148086	388085	-0.144011039068098
2	8	423427	430031	6604	2	303	-0.159505163800324	430031	-0.150217337183296
2	9	545038	545038	0	1	Inf	-0.124562225198564	545038	-0.124562225198564
2	10	611546	657159	45613	6	132	0.19204201663308	657159	0.0801416045176099
2	11	715999	801698	85699	4	47	0.231460053193327	746853	0.0186986137485025
3	12	7056	225022	217966	60	275	-0.252251652129878	115535	-0.182755517614775
3	13	343070	1085814	742744	36	48	-0.359767245983812	668648	-0.235222166078236
4	13	216867	264493	47626	16	336	-0.311344422118579	216867	-0.277869390774078
4	14	396828	396828	0	1	Inf	-0.130876610103184	396828	-0.130876610103184
4	15	625854	675713	49859	3	60	-0.178022622538752	625854	-0.169460961886458
5	16	308830	452244	143414	2	14	-0.186952375811878	452244	-0.0198023028608617
6	17	257738	278218	20480	5	244	-0.328189282102255	278218	-0.267748464486718
6	18	553964	553964	0	1	Inf	-0.164362331392187	553964	-0.164362331392187
6	19	883768	897010	13242	6	453	-0.143331937805874	890729	-0.141357602756489
6	20	946007	953911	7904	3	380	-0.128914394081531	952870	-0.127181857916816
6	21	998208	998208	0	1	Inf	0.153559129024203	998208	0.153559129024203
6	22	1031627	1067230	35603	6	169	-0.204488539316683	1048868	-0.179233681642642
6	23	1113482	1218994	105512	149	1412	-0.236677021327497	1134060	-0.201383970022497
7	24	60420	129380	68960	12	174	-0.331418035422005	60420	-0.276774357939615
7	25	200215	210709	10494	2	191	-0.246525489146796	210709	-0.233395732084432
7	26	305857	306198	341	2	5865	-0.132725328636594	305857	-0.132530145113002
7	27	348801	379031	30230	9	298	-0.221059647762066	361046	-0.172452263172911
7	28	520137	537185	17048	3	176	-0.208065134151057	537185	-0.170608773425028
7	29	666943	666943	0	1	Inf	-0.163783854317694	666943	-0.163783854317694
7	30	767446	808308	40862	3	73	-0.184487047469465	808308	-0.151305069521846
7	31	1025871	1025871	0	1	Inf	-0.140631044870778	1025871	-0.140631044870778
7	32	1076039	1079596	3557	2	562	-0.139403583826292	1079596	-0.13089634525024
7	33	1173363	1200973	27610	5	181	-0.172964001348546	1189417	-0.150205735510063
7	34	1312184	1313116	932	2	2146	-0.152637110728783	1313116	-0.149252843873147
8	34	26150	182668	156518	6	38	-0.316497308187059	81887	-0.263226913315596
8	35	355261	370306	15045	2	133	-0.278670567049289	370306	-0.230463824255425
8	36	509259	556808	47549	11	231	-0.184873255568188	520584	-0.169262115372165
8	37	575867	587594	11727	3	256	-0.139581323748832	587594	-0.134158336914505
8	38	740270	783617	43347	7	161	-0.141737503854645	756899	-0.132650407159822
8	39	1018603	1026391	7788	4	514	-0.152500170599855	1019097	-0.141443790273401
8	40	1150042	1252793	102751	6	58	-0.264957949091066	1238422	-0.182307526308391
